#location_org,location_dest,commodity_name,demand,Org_Country,Des_country,weight,vol,Weight per package,Volume per package,Split amount,Dock,Search Result,Start pos,End Pos,Length,Text,Count _,Pos last _,Sustitute last _
Supplier_34,Plant_2,Article_6729,360,ES,ES,393.000000012,12.16512,393.000000012,12.16512,1,2,FTL||Supplier_34||Plant_2||FTL_ES-ES_500,32,34,40,ES_500,4,37,FTL||Supplier_34||Plant_2||FTL_ES-ES!500
Supplier_34,Plant_2,Article_6734,2416,ES,ES,5371.5733332528,175.8848,1342.8933333132,43.9712,4,2,FTL||Supplier_34||Plant_2||FTL_ES-ES_500,32,34,40,ES_500,4,37,FTL||Supplier_34||Plant_2||FTL_ES-ES!500
Supplier_34,Plant_2,Article_6736,791,ES,ES,1999.648,77.73948,999.824,38.86974,2,5,FTL||Supplier_34||Plant_2||FTL_ES-ES_500,32,34,40,ES_500,4,37,FTL||Supplier_34||Plant_2||FTL_ES-ES!500
Supplier_34,Plant_2,Article_6740,1680,ES,ES,2651.04,94.83264,1325.52,47.41632,2,3,FTL||Supplier_34||Plant_2||FTL_ES-ES_500,32,34,40,ES_500,4,37,FTL||Supplier_34||Plant_2||FTL_ES-ES!500
Supplier_34,Plant_2,Article_6749,1680,ES,ES,1615.600000056,50.13288,1615.600000056,50.13288,1,2,FTL||Supplier_34||Plant_2||FTL_ES-ES_500,32,34,40,ES_500,4,37,FTL||Supplier_34||Plant_2||FTL_ES-ES!500
Supplier_19,Plant_2,Article_6553,3600,ES,ES,5392.00000008,7.10399988,5392.00000008,7.10399988,1,2,FTL||Supplier_19||Plant_2||FTL_ES-ES_250,32,34,40,ES_250,4,37,FTL||Supplier_19||Plant_2||FTL_ES-ES!250
Supplier_19,Plant_2,Article_6521,3600,ES,ES,5392.00000008,7.10399988,5392.00000008,7.10399988,1,2,FTL||Supplier_19||Plant_2||FTL_ES-ES_250,32,34,40,ES_250,4,37,FTL||Supplier_19||Plant_2||FTL_ES-ES!250
Supplier_19,Plant_2,Article_8249,624,ES,ES,1415.4000000192,2.6640000192,1415.4000000192,2.6640000192,1,5,FTL||Supplier_19||Plant_2||FTL_ES-ES_250,32,34,40,ES_250,4,37,FTL||Supplier_19||Plant_2||FTL_ES-ES!250
Supplier_19,Plant_2,Article_8247,624,ES,ES,1415.4000000192,2.6640000192,1415.4000000192,2.6640000192,1,2,FTL||Supplier_19||Plant_2||FTL_ES-ES_250,32,34,40,ES_250,4,37,FTL||Supplier_19||Plant_2||FTL_ES-ES!250
Supplier_19,Plant_2,Article_6504,3016,ES,ES,6010.30596478,9.397221132,6010.30596478,9.397221132,1,1,FTL||Supplier_19||Plant_2||FTL_ES-ES_250,32,34,40,ES_250,4,37,FTL||Supplier_19||Plant_2||FTL_ES-ES!250
Supplier_19,Plant_2,Article_6517,3016,ES,ES,6010.30596478,9.397221132,6010.30596478,9.397221132,1,4,FTL||Supplier_19||Plant_2||FTL_ES-ES_250,32,34,40,ES_250,4,37,FTL||Supplier_19||Plant_2||FTL_ES-ES!250
Supplier_10,Plant_2,Article_4705,7000,ES,ES,176.47,0.336,176.47,0.336,1,1,FTL||Supplier_10||Plant_2||FTL_ES-ES_250,32,34,40,ES_250,4,37,FTL||Supplier_10||Plant_2||FTL_ES-ES!250
Supplier_10,Plant_2,Article_3519,2000,ES,ES,130.24,0.10584,130.24,0.10584,1,4,FTL||Supplier_10||Plant_2||FTL_ES-ES_250,32,34,40,ES_250,4,37,FTL||Supplier_10||Plant_2||FTL_ES-ES!250
Supplier_10,Plant_2,Article_5063,4608,ES,ES,1095.9359998464,1.27008,1095.9359998464,1.27008,1,4,FTL||Supplier_10||Plant_2||FTL_ES-ES_250,32,34,40,ES_250,4,37,FTL||Supplier_10||Plant_2||FTL_ES-ES!250
Supplier_23,Plant_2,Article_6758,2016,ES,ES,14367.3600000672,139.104,4789.1200000224,46.368,3,5,FTL||Supplier_23||Plant_2||FTL_ES-ES_100,32,34,40,ES_100,4,37,FTL||Supplier_23||Plant_2||FTL_ES-ES!100
Supplier_23,Plant_2,Article_6762,2112,ES,ES,15051.5200000704,145.728,5017.1733333568,48.576,3,2,FTL||Supplier_23||Plant_2||FTL_ES-ES_100,32,34,40,ES_100,4,37,FTL||Supplier_23||Plant_2||FTL_ES-ES!100
Supplier_23,Plant_2,Article_6766,96,ES,ES,764.8000000032,6.624,764.8000000032,6.624,1,2,FTL||Supplier_23||Plant_2||FTL_ES-ES_100,32,34,40,ES_100,4,37,FTL||Supplier_23||Plant_2||FTL_ES-ES!100
Supplier_23,Plant_2,Article_6519,1280,ES,ES,7837.6,54.234,3918.8,27.117,2,4,FTL||Supplier_23||Plant_2||FTL_ES-ES_100,32,34,40,ES_100,4,37,FTL||Supplier_23||Plant_2||FTL_ES-ES!100
Supplier_23,Plant_2,Article_6530,1024,ES,ES,6270.08,43.3872,6270.08,43.3872,1,3,FTL||Supplier_23||Plant_2||FTL_ES-ES_100,32,34,40,ES_100,4,37,FTL||Supplier_23||Plant_2||FTL_ES-ES!100
Supplier_23,Plant_2,Article_6526,1248,ES,ES,11237.2000000416,70.5042,5618.6000000208,35.2521,2,5,FTL||Supplier_23||Plant_2||FTL_ES-ES_100,32,34,40,ES_100,4,37,FTL||Supplier_23||Plant_2||FTL_ES-ES!100
Supplier_23,Plant_2,Article_6510,864,ES,ES,7779.6000000288,48.8106,7779.6000000288,48.8106,1,4,FTL||Supplier_23||Plant_2||FTL_ES-ES_100,32,34,40,ES_100,4,37,FTL||Supplier_23||Plant_2||FTL_ES-ES!100
Supplier_23,Plant_2,Article_8258,347,ES,ES,3932.6666666551,47.886,3932.6666666551,47.886,1,1,FTL||Supplier_23||Plant_2||FTL_ES-ES_100,32,34,40,ES_100,4,37,FTL||Supplier_23||Plant_2||FTL_ES-ES!100
Supplier_23,Plant_2,Article_8255,347,ES,ES,3932.6666666551,47.886,3932.6666666551,47.886,1,1,FTL||Supplier_23||Plant_2||FTL_ES-ES_100,32,34,40,ES_100,4,37,FTL||Supplier_23||Plant_2||FTL_ES-ES!100
Supplier_18,Plant_2,Article_8387,7360,ES,ES,373.52,1.428921184,373.52,1.428921184,1,5,FTL||Supplier_18||Plant_2||FTL_ES-ES_250,32,34,40,ES_250,4,37,FTL||Supplier_18||Plant_2||FTL_ES-ES!250
Supplier_40,Plant_2,Article_2170,7200,ES,ES,205.2,1.296,205.2,1.296,1,1,FTL||Supplier_40||Plant_2||FTL_ES-ES_500,32,34,40,ES_500,4,37,FTL||Supplier_40||Plant_2||FTL_ES-ES!500
Supplier_40,Plant_2,Article_2178,7600,ES,ES,216.6,1.368,216.6,1.368,1,5,FTL||Supplier_40||Plant_2||FTL_ES-ES_500,32,34,40,ES_500,4,37,FTL||Supplier_40||Plant_2||FTL_ES-ES!500
Supplier_40,Plant_2,Article_1941,7800,ES,ES,184.60000026,0.936,184.60000026,0.936,1,4,FTL||Supplier_40||Plant_2||FTL_ES-ES_500,32,34,40,ES_500,4,37,FTL||Supplier_40||Plant_2||FTL_ES-ES!500
Supplier_40,Plant_2,Article_1972,7800,ES,ES,184.60000026,0.936,184.60000026,0.936,1,5,FTL||Supplier_40||Plant_2||FTL_ES-ES_500,32,34,40,ES_500,4,37,FTL||Supplier_40||Plant_2||FTL_ES-ES!500
Supplier_10,Plant_2,Article_2821,3500,ES,ES,39.41,0.09261,39.41,0.09261,1,5,FTL||Supplier_10||Plant_2||FTL_ES-ES_250,32,34,40,ES_250,4,37,FTL||Supplier_10||Plant_2||FTL_ES-ES!250
Supplier_10,Plant_2,Article_1580,15000,ES,ES,18.99,0.03969,18.99,0.03969,1,5,FTL||Supplier_10||Plant_2||FTL_ES-ES_250,32,34,40,ES_250,4,37,FTL||Supplier_10||Plant_2||FTL_ES-ES!250
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,58,,,,,,,,,
