#location_org;location_dest;commodity_name;interval_lowerbound;interval_upperbound
Supplier_351;Plant_7;Article_1428;100;100
Supplier_214;Plant_4;Article_1431;9;9
Supplier_232;Plant_19;Article_1432;120;120
Supplier_351;Plant_7;Article_1434;110;110
Supplier_214;Plant_4;Article_1437;9;9
Supplier_232;Plant_19;Article_1438;60;60
Supplier_351;Plant_7;Article_1439;60;60
Supplier_280;Plant_4;Article_144;675;675
Supplier_326;Plant_6;Article_1442;12;12
Supplier_332;Plant_6;Article_1442;12;24
Supplier_214;Plant_4;Article_1443;84;84
Supplier_351;Plant_7;Article_1444;190;190
Supplier_351;Plant_7;Article_1446;180;180
Supplier_214;Plant_4;Article_1448;588;609
Supplier_232;Plant_19;Article_1449;156;156
Supplier_351;Plant_7;Article_1451;200;200
Supplier_214;Plant_4;Article_1454;36;45
Supplier_232;Plant_19;Article_1455;156;156
Supplier_351;Plant_7;Article_1458;110;110
Supplier_214;Plant_4;Article_1462;45;45
Supplier_232;Plant_19;Article_1463;156;195
Supplier_351;Plant_7;Article_1467;130;130
Supplier_214;Plant_4;Article_1469;84;84
Supplier_232;Plant_19;Article_1470;156;156
Supplier_326;Plant_6;Article_1471;504;504
Supplier_332;Plant_6;Article_1471;504;540
Supplier_232;Plant_19;Article_1472;84;84
Supplier_351;Plant_7;Article_1473;200;200
Supplier_214;Plant_4;Article_1474;588;588
Supplier_351;Plant_8;Article_1475;65;762,5
Supplier_232;Plant_19;Article_1477;84;84
Supplier_351;Plant_7;Article_1478;220;220
Supplier_214;Plant_4;Article_1479;36;45
Supplier_180;Plant_4;Article_1481;4000;4000
Supplier_151;Plant_4;Article_1482;224;224
Supplier_326;Plant_6;Article_1483;12;12
Supplier_332;Plant_6;Article_1483;6;12
Supplier_232;Plant_19;Article_1484;336;336
Supplier_351;Plant_7;Article_1485;200;200
Supplier_151;Plant_4;Article_1486;224;224
Supplier_351;Plant_8;Article_1487;5;40
Supplier_232;Plant_19;Article_1489;336;448
Supplier_351;Plant_7;Article_1490;180;180
Supplier_351;Plant_8;Article_1491;5;31,25
Supplier_214;Plant_4;Article_1492;36;38,25
Supplier_326;Plant_6;Article_1493;324;342
Supplier_332;Plant_6;Article_1493;396;396
Supplier_214;Plant_4;Article_1496;9;9
Supplier_232;Plant_19;Article_1497;180;180
Supplier_342;Plant_4;Article_15;200;250
Supplier_280;Plant_4;Article_150;480;600
Supplier_326;Plant_6;Article_1500;36;36
Supplier_332;Plant_6;Article_1500;30;36
Supplier_214;Plant_4;Article_1501;252;252
Supplier_232;Plant_19;Article_1502;180;180
Supplier_325;Plant_4;Article_1506;800;920
Supplier_326;Plant_6;Article_1508;108;108
Supplier_332;Plant_6;Article_1508;108;108
Supplier_214;Plant_4;Article_1509;27;27
Supplier_219;Plant_21;Article_151;20;170
Supplier_232;Plant_19;Article_1510;180;180
Supplier_326;Plant_6;Article_1512;48;48
Supplier_332;Plant_6;Article_1512;48;48
Supplier_214;Plant_4;Article_1513;168;168
Supplier_232;Plant_19;Article_1514;90;90
Supplier_351;Plant_8;Article_1515;70;770
Supplier_192;Plant_18;Article_1516;40;40
Supplier_280;Plant_4;Article_1522;2;2
Supplier_192;Plant_18;Article_1532;560;600
Supplier_192;Plant_18;Article_1536;200;240
Supplier_280;Plant_4;Article_1541;2;2
Supplier_300;Plant_4;Article_1542;30;30
Supplier_300;Plant_4;Article_1545;30;30
Supplier_214;Plant_15;Article_1549;1248;1456
Supplier_244;Plant_4;Article_155;1800;2250
Supplier_255;Plant_15;Article_1552;1050;1200
Supplier_300;Plant_4;Article_1553;15;30
Supplier_231;Plant_4;Article_1554;168;168
Supplier_300;Plant_4;Article_1556;30;30
Supplier_300;Plant_4;Article_1559;30;60
Supplier_151;Plant_4;Article_156;80;80
Supplier_14;Plant_5;Article_1560;11875;12750
Supplier_214;Plant_15;Article_1561;208;208
Supplier_234;Plant_21;Article_1564;24;192
Supplier_351;Plant_7;Article_1565;20;20
Supplier_214;Plant_15;Article_1568;208;208
Supplier_351;Plant_7;Article_1571;20;20
Supplier_214;Plant_15;Article_1573;208;208
Supplier_214;Plant_15;Article_1578;1248;1456
Supplier_10;Plant_2;Article_1580;25000;30000
Supplier_280;Plant_4;Article_1583;1300;1360
Supplier_351;Plant_7;Article_1590;40;40
Supplier_214;Plant_15;Article_1593;208;208
Supplier_351;Plant_7;Article_1595;40;40
Supplier_321;Plant_4;Article_1601;1;1
Supplier_280;Plant_4;Article_1605;1320;1360
Supplier_2;Plant_2;Article_1608;3864;3864
Supplier_300;Plant_4;Article_1609;12;12
Supplier_210;Plant_11;Article_1610;300;400
Supplier_276;Plant_19;Article_1611;162;192
Supplier_276;Plant_19;Article_1615;12;96
Supplier_280;Plant_4;Article_1618;192;240
Supplier_321;Plant_4;Article_1623;1;1
Supplier_280;Plant_4;Article_1626;1476;1611
Supplier_321;Plant_4;Article_1629;2;2
Supplier_14;Plant_5;Article_1630;4906;5148
Supplier_231;Plant_4;Article_1632;72;72
Supplier_280;Plant_4;Article_1633;900;1000
Supplier_231;Plant_4;Article_1635;216;360
Supplier_276;Plant_19;Article_1636;48;48
Supplier_351;Plant_8;Article_1639;5;73,75
Supplier_231;Plant_4;Article_1642;72;828
Supplier_351;Plant_8;Article_1645;20;75
Supplier_231;Plant_4;Article_1647;72;72
Supplier_234;Plant_21;Article_1648;13;416
Supplier_108;Plant_6;Article_165;990;1260
Supplier_231;Plant_4;Article_1653;1008;4248
Supplier_231;Plant_4;Article_1656;144;216
Supplier_326;Plant_15;Article_1658;8;8
Supplier_363;Plant_15;Article_1658;4;4
Supplier_156;Plant_2;Article_1660;2085;2345,5
Supplier_156;Plant_3;Article_1663;1950;2625
Supplier_306;Plant_19;Article_1665;280;3220
Supplier_326;Plant_15;Article_1666;10;10
Supplier_363;Plant_15;Article_1666;8;9
Supplier_300;Plant_4;Article_1667;60;60
Supplier_351;Plant_8;Article_1668;9;40
Supplier_232;Plant_21;Article_1670;192;192
Supplier_326;Plant_15;Article_1671;6;7
Supplier_363;Plant_15;Article_1671;4;4
Supplier_255;Plant_15;Article_1673;2250;2400
Supplier_351;Plant_8;Article_1674;5;29
Supplier_300;Plant_4;Article_1675;60;90
Supplier_232;Plant_21;Article_1677;42;252
Supplier_326;Plant_15;Article_1678;8;8
Supplier_363;Plant_15;Article_1678;4;4
Supplier_300;Plant_4;Article_1680;60;60
Supplier_306;Plant_19;Article_1684;280;280
Supplier_326;Plant_15;Article_1685;2;12
Supplier_363;Plant_15;Article_1685;7;7,5
Supplier_210;Plant_11;Article_1686;100;100
Supplier_300;Plant_4;Article_1687;90;90
Supplier_234;Plant_21;Article_1689;24;192
Supplier_151;Plant_4;Article_169;160;160
Supplier_210;Plant_11;Article_1690;100;100
Supplier_300;Plant_4;Article_1691;60;60
Supplier_326;Plant_15;Article_1692;4;4
Supplier_363;Plant_15;Article_1692;8;8
Supplier_280;Plant_4;Article_1695;900;930
Supplier_300;Plant_4;Article_1697;60;60
Supplier_326;Plant_15;Article_1698;64;64
Supplier_363;Plant_15;Article_1698;64;64
Supplier_326;Plant_15;Article_1701;6;7
Supplier_363;Plant_15;Article_1701;8;8
Supplier_300;Plant_4;Article_1705;12;42
Supplier_326;Plant_15;Article_1707;48;56
Supplier_363;Plant_15;Article_1707;48;56
Supplier_300;Plant_4;Article_1708;60;60
Supplier_300;Plant_4;Article_1711;12;12
Supplier_321;Plant_4;Article_1713;18;22
Supplier_276;Plant_18;Article_1717;720;720
Supplier_321;Plant_4;Article_1721;11;16
Supplier_276;Plant_18;Article_1724;77;77
Supplier_321;Plant_4;Article_1726;28;30
Supplier_276;Plant_18;Article_1729;13;13
Supplier_321;Plant_6;Article_1731;240;240
Supplier_276;Plant_18;Article_1733;720;720
Supplier_321;Plant_4;Article_1734;1;1
Supplier_321;Plant_4;Article_1735;1;6
Supplier_276;Plant_19;Article_1737;400;400
Supplier_62;Plant_8;Article_174;122;854
Supplier_321;Plant_4;Article_1742;2;16
Supplier_276;Plant_19;Article_1743;1200;1600
Supplier_234;Plant_21;Article_1744;90;99
Supplier_214;Plant_4;Article_1747;15;15
Supplier_276;Plant_19;Article_1748;1200;1600
Supplier_276;Plant_19;Article_1751;400;400
Supplier_321;Plant_4;Article_1753;2;2
Supplier_321;Plant_4;Article_1756;26;32
Supplier_321;Plant_4;Article_1757;1;4
Supplier_306;Plant_19;Article_1759;40;902,5
Supplier_280;Plant_4;Article_176;648;648
Supplier_321;Plant_4;Article_1762;23;28
Supplier_306;Plant_19;Article_1766;4;85,5
Supplier_321;Plant_4;Article_1767;24;26
Supplier_214;Plant_4;Article_1769;15;15
Supplier_276;Plant_19;Article_1770;400;400
Supplier_276;Plant_19;Article_1776;400;400
Supplier_321;Plant_4;Article_1779;62;70
