#location_from;location_to;dist_class;valid_tariff
Supplier_4;Hub_89;2.100,0000000000;LTL||Current_LTL||LTL_PT-IT||2500
Supplier_4;Hub_90;2.300,0000000000;FTL||Supplier_4||Hub_90||FTL_PT-DE_W_2500
Supplier_4;Hub_90;2.300,0000000000;LTL||Current_LTL||LTL_PT-DE_W||2500
Supplier_5;Hub_86;2.300,0000000000;FTL||Supplier_5||Hub_86||FTL_Welt_Welt_2500
Supplier_5;Hub_87;1.200,0000000000;FTL||Supplier_5||Hub_87||FTL_Welt_Welt_1500
Supplier_5;Hub_88;2.500,0000000000;FTL||Supplier_5||Hub_88||FTL_Welt_Welt_2500
Supplier_5;Hub_89;2.200,0000000000;FTL||Supplier_5||Hub_89||FTL_Welt_Welt_2500
Supplier_5;Hub_90;2.500,0000000000;FTL||Supplier_5||Hub_90||FTL_Welt_Welt_2500
Supplier_6;Hub_86;300,0000000000;FTL||Supplier_6||Hub_86||FTL_GB-GB_250
Supplier_6;Hub_86;300,0000000000;LTL||Current_LTL||LTL_GB-GB||250
Supplier_6;Hub_87;1.500,0000000000;FTL||Supplier_6||Hub_87||FTL_GB-ES_1500
Supplier_6;Hub_87;1.500,0000000000;LTL||Current_LTL||LTL_GB-ES||1500
Supplier_6;Hub_88;1.000,0000000000;FTL||Supplier_6||Hub_88||FTL_GB-DE_W_1000
Supplier_6;Hub_88;1.000,0000000000;LTL||Current_LTL||LTL_GB-DE_W||1000
Supplier_6;Hub_89;1.700,0000000000;FTL||Supplier_6||Hub_89||FTL_GB-IT_2000
Supplier_6;Hub_89;1.700,0000000000;LTL||Current_LTL||LTL_GB-IT||2000
Supplier_6;Hub_90;1.500,0000000000;FTL||Supplier_6||Hub_90||FTL_GB-DE_W_1500
Supplier_6;Hub_90;1.500,0000000000;LTL||Current_LTL||LTL_GB-DE_W||1500
Supplier_7;Hub_86;1.700,0000000000;FTL||Supplier_7||Hub_86||FTL_ES-GB_2000
Supplier_7;Hub_86;1.700,0000000000;LTL||Current_LTL||LTL_ES-GB||2000
Supplier_7;Hub_87;700,0000000000;FTL||Supplier_7||Hub_87||FTL_ES-ES_1000
Supplier_7;Hub_87;700,0000000000;LTL||Current_LTL||LTL_ES-ES||1000
Supplier_7;Hub_88;1.900,0000000000;FTL||Supplier_7||Hub_88||FTL_ES-DE_W_2000
Supplier_7;Hub_88;1.900,0000000000;LTL||Current_LTL||LTL_ES-DE_W||2000
Supplier_7;Hub_89;1.700,0000000000;FTL||Supplier_7||Hub_89||FTL_ES-IT_2000
Supplier_7;Hub_89;1.700,0000000000;LTL||Current_LTL||LTL_ES-IT||2000
Supplier_7;Hub_90;2.000,0000000000;FTL||Supplier_7||Hub_90||FTL_ES-DE_W_2000
Supplier_7;Hub_90;2.000,0000000000;LTL||Current_LTL||LTL_ES-DE_W||2000
Supplier_8;Hub_86;1.600,0000000000;FTL||Supplier_8||Hub_86||FTL_ES-GB_2000
Supplier_8;Hub_86;1.600,0000000000;LTL||Current_LTL||LTL_ES-GB||2000
Supplier_8;Hub_87;600,0000000000;FTL||Supplier_8||Hub_87||FTL_ES-ES_1000
Supplier_8;Hub_87;600,0000000000;LTL||Current_LTL||LTL_ES-ES||1000
Supplier_8;Hub_88;1.800,0000000000;FTL||Supplier_8||Hub_88||FTL_ES-DE_W_2000
Supplier_8;Hub_88;1.800,0000000000;LTL||Current_LTL||LTL_ES-DE_W||2000
Supplier_8;Hub_89;1.600,0000000000;FTL||Supplier_8||Hub_89||FTL_ES-IT_2000
Supplier_8;Hub_89;1.600,0000000000;LTL||Current_LTL||LTL_ES-IT||2000
Supplier_8;Hub_90;1.900,0000000000;FTL||Supplier_8||Hub_90||FTL_ES-DE_W_2000
Supplier_8;Hub_90;1.900,0000000000;LTL||Current_LTL||LTL_ES-DE_W||2000
Supplier_9;Hub_86;300,0000000000;FTL||Supplier_9||Hub_86||FTL_GB-GB_250
Supplier_9;Hub_86;300,0000000000;LTL||Current_LTL||LTL_GB-GB||250
Supplier_9;Hub_87;1.400,0000000000;FTL||Supplier_9||Hub_87||FTL_GB-ES_1500
Supplier_9;Hub_87;1.400,0000000000;LTL||Current_LTL||LTL_GB-ES||1500
Supplier_9;Hub_88;900,0000000000;FTL||Supplier_9||Hub_88||FTL_GB-DE_W_1000
Supplier_9;Hub_88;900,0000000000;LTL||Current_LTL||LTL_GB-DE_W||1000
Supplier_9;Hub_89;1.600,0000000000;FTL||Supplier_9||Hub_89||FTL_GB-IT_2000
Supplier_9;Hub_89;1.600,0000000000;LTL||Current_LTL||LTL_GB-IT||2000
Supplier_9;Hub_90;1.400,0000000000;FTL||Supplier_9||Hub_90||FTL_GB-DE_W_1500
Supplier_9;Hub_90;1.400,0000000000;LTL||Current_LTL||LTL_GB-DE_W||1500
Supplier_10;Hub_86;1.300,0000000000;FTL||Supplier_10||Hub_86||FTL_ES-GB_1500
Supplier_10;Hub_86;1.300,0000000000;LTL||Current_LTL||LTL_ES-GB||1500
Supplier_10;Hub_87;600,0000000000;FTL||Supplier_10||Hub_87||FTL_ES-ES_1000
Supplier_10;Hub_87;600,0000000000;LTL||Current_LTL||LTL_ES-ES||1000
Supplier_10;Hub_88;1.500,0000000000;FTL||Supplier_10||Hub_88||FTL_ES-DE_W_1500
Supplier_10;Hub_88;1.500,0000000000;LTL||Current_LTL||LTL_ES-DE_W||1500
Supplier_10;Hub_89;1.400,0000000000;FTL||Supplier_10||Hub_89||FTL_ES-IT_1500
Supplier_10;Hub_89;1.400,0000000000;LTL||Current_LTL||LTL_ES-IT||1500
Supplier_10;Hub_90;1.600,0000000000;FTL||Supplier_10||Hub_90||FTL_ES-DE_W_2000
Supplier_10;Hub_90;1.600,0000000000;LTL||Current_LTL||LTL_ES-DE_W||2000
Supplier_11;Hub_86;100,0000000000;FTL||Supplier_11||Hub_86||FTL_GB-GB_100
Supplier_11;Hub_86;100,0000000000;LTL||Current_LTL||LTL_GB-GB||100
Supplier_11;Hub_87;1.500,0000000000;FTL||Supplier_11||Hub_87||FTL_GB-ES_1500
Supplier_11;Hub_87;1.500,0000000000;LTL||Current_LTL||LTL_GB-ES||1500
Supplier_11;Hub_88;900,0000000000;FTL||Supplier_11||Hub_88||FTL_GB-DE_W_1000
Supplier_11;Hub_88;900,0000000000;LTL||Current_LTL||LTL_GB-DE_W||1000
Supplier_11;Hub_89;1.600,0000000000;FTL||Supplier_11||Hub_89||FTL_GB-IT_2000
Supplier_11;Hub_89;1.600,0000000000;LTL||Current_LTL||LTL_GB-IT||2000
Supplier_11;Hub_90;1.300,0000000000;FTL||Supplier_11||Hub_90||FTL_GB-DE_W_1500
Supplier_11;Hub_90;1.300,0000000000;LTL||Current_LTL||LTL_GB-DE_W||1500
Supplier_12;Hub_86;1.300,0000000000;FTL||Supplier_12||Hub_86||FTL_ES-GB_1500
Supplier_12;Hub_86;1.300,0000000000;LTL||Current_LTL||LTL_ES-GB||1500
Supplier_12;Hub_87;500,0000000000;FTL||Supplier_12||Hub_87||FTL_ES-ES_500
Supplier_12;Hub_87;500,0000000000;LTL||Current_LTL||LTL_ES-ES||500
Supplier_12;Hub_88;1.400,0000000000;FTL||Supplier_12||Hub_88||FTL_ES-DE_W_1500
Supplier_12;Hub_88;1.400,0000000000;LTL||Current_LTL||LTL_ES-DE_W||1500
Supplier_12;Hub_89;1.400,0000000000;FTL||Supplier_12||Hub_89||FTL_ES-IT_1500
Supplier_12;Hub_89;1.400,0000000000;LTL||Current_LTL||LTL_ES-IT||1500
Supplier_12;Hub_90;1.600,0000000000;FTL||Supplier_12||Hub_90||FTL_ES-DE_W_2000
Supplier_12;Hub_90;1.600,0000000000;LTL||Current_LTL||LTL_ES-DE_W||2000
Supplier_13;Hub_86;100,0000000000;FTL||Supplier_13||Hub_86||FTL_GB-GB_100
Supplier_13;Hub_86;100,0000000000;LTL||Current_LTL||LTL_GB-GB||100
Supplier_13;Hub_87;1.500,0000000000;FTL||Supplier_13||Hub_87||FTL_GB-ES_1500
Supplier_13;Hub_87;1.500,0000000000;LTL||Current_LTL||LTL_GB-ES||1500
Supplier_13;Hub_88;800,0000000000;FTL||Supplier_13||Hub_88||FTL_GB-DE_W_1000
Supplier_13;Hub_88;800,0000000000;LTL||Current_LTL||LTL_GB-DE_W||1000
Supplier_13;Hub_89;1.600,0000000000;FTL||Supplier_13||Hub_89||FTL_GB-IT_2000
Supplier_13;Hub_89;1.600,0000000000;LTL||Current_LTL||LTL_GB-IT||2000
Supplier_13;Hub_90;1.300,0000000000;FTL||Supplier_13||Hub_90||FTL_GB-DE_W_1500
Supplier_13;Hub_90;1.300,0000000000;LTL||Current_LTL||LTL_GB-DE_W||1500
Supplier_14;Hub_86;100,0000000000;FTL||Supplier_14||Hub_86||FTL_GB-GB_100
Supplier_14;Hub_86;100,0000000000;LTL||Current_LTL||LTL_GB-GB||100
Supplier_14;Hub_87;1.500,0000000000;FTL||Supplier_14||Hub_87||FTL_GB-ES_1500
Supplier_14;Hub_87;1.500,0000000000;LTL||Current_LTL||LTL_GB-ES||1500
Supplier_14;Hub_88;800,0000000000;FTL||Supplier_14||Hub_88||FTL_GB-DE_W_1000
Supplier_14;Hub_88;800,0000000000;LTL||Current_LTL||LTL_GB-DE_W||1000
Supplier_14;Hub_89;1.600,0000000000;FTL||Supplier_14||Hub_89||FTL_GB-IT_2000
Supplier_14;Hub_89;1.600,0000000000;LTL||Current_LTL||LTL_GB-IT||2000
Supplier_14;Hub_90;1.300,0000000000;FTL||Supplier_14||Hub_90||FTL_GB-DE_W_1500
Supplier_14;Hub_90;1.300,0000000000;LTL||Current_LTL||LTL_GB-DE_W||1500
Supplier_15;Hub_86;100,0000000000;FTL||Supplier_15||Hub_86||FTL_GB-GB_100
Supplier_15;Hub_86;100,0000000000;LTL||Current_LTL||LTL_GB-GB||100
Supplier_15;Hub_87;1.600,0000000000;FTL||Supplier_15||Hub_87||FTL_GB-ES_2000
Supplier_15;Hub_87;1.600,0000000000;LTL||Current_LTL||LTL_GB-ES||2000
Supplier_15;Hub_88;800,0000000000;FTL||Supplier_15||Hub_88||FTL_GB-DE_W_1000
Supplier_15;Hub_88;800,0000000000;LTL||Current_LTL||LTL_GB-DE_W||1000
Supplier_15;Hub_89;1.600,0000000000;FTL||Supplier_15||Hub_89||FTL_GB-IT_2000
Supplier_15;Hub_89;1.600,0000000000;LTL||Current_LTL||LTL_GB-IT||2000
Supplier_15;Hub_90;1.300,0000000000;FTL||Supplier_15||Hub_90||FTL_GB-DE_W_1500
Supplier_15;Hub_90;1.300,0000000000;LTL||Current_LTL||LTL_GB-DE_W||1500
Supplier_16;Hub_86;400,0000000000;FTL||Supplier_16||Hub_86||FTL_GB-GB_500
Supplier_16;Hub_86;400,0000000000;LTL||Current_LTL||LTL_GB-GB||500
Supplier_16;Hub_87;1.900,0000000000;FTL||Supplier_16||Hub_87||FTL_GB-ES_2000
Supplier_16;Hub_87;1.900,0000000000;LTL||Current_LTL||LTL_GB-ES||2000
Supplier_16;Hub_88;900,0000000000;FTL||Supplier_16||Hub_88||FTL_GB-DE_W_1000
Supplier_16;Hub_88;900,0000000000;LTL||Current_LTL||LTL_GB-DE_W||1000
Supplier_16;Hub_89;1.800,0000000000;FTL||Supplier_16||Hub_89||FTL_GB-IT_2000
Supplier_16;Hub_89;1.800,0000000000;LTL||Current_LTL||LTL_GB-IT||2000
Supplier_16;Hub_90;1.400,0000000000;FTL||Supplier_16||Hub_90||FTL_GB-DE_W_1500
Supplier_16;Hub_90;1.400,0000000000;LTL||Current_LTL||LTL_GB-DE_W||1500
Supplier_17;Hub_86;700,0000000000;FTL||Supplier_17||Hub_86||FTL_FR_N-GB_1000
Supplier_17;Hub_86;700,0000000000;LTL||Current_LTL||LTL_FR_N-GB||1000
Supplier_17;Hub_87;1.000,0000000000;FTL||Supplier_17||Hub_87||FTL_FR_N-ES_1000
Supplier_17;Hub_87;1.000,0000000000;LTL||Current_LTL||LTL_FR_N-ES||1000
Supplier_17;Hub_88;1.000,0000000000;FTL||Supplier_17||Hub_88||FTL_FR_N-DE_W_1000
Supplier_17;Hub_88;1.000,0000000000;LTL||Current_LTL||LTL_FR_N-DE_W||1000
Supplier_17;Hub_89;1.300,0000000000;FTL||Supplier_17||Hub_89||FTL_FR_N-IT_1500
Supplier_17;Hub_89;1.300,0000000000;LTL||Current_LTL||LTL_FR_N-IT||1500
Supplier_17;Hub_90;1.300,0000000000;FTL||Supplier_17||Hub_90||FTL_FR_N-DE_W_1500
Supplier_17;Hub_90;1.300,0000000000;LTL||Current_LTL||LTL_FR_N-DE_W||1500
Supplier_18;Hub_86;1.400,0000000000;FTL||Supplier_18||Hub_86||FTL_ES-GB_1500
Supplier_18;Hub_86;1.400,0000000000;LTL||Current_LTL||LTL_ES-GB||1500
Supplier_18;Hub_87;400,0000000000;FTL||Supplier_18||Hub_87||FTL_ES-ES_500
Supplier_18;Hub_87;400,0000000000;LTL||Current_LTL||LTL_ES-ES||500
Supplier_18;Hub_88;1.500,0000000000;FTL||Supplier_18||Hub_88||FTL_ES-DE_W_1500
Supplier_18;Hub_88;1.500,0000000000;LTL||Current_LTL||LTL_ES-DE_W||1500
Supplier_18;Hub_89;1.300,0000000000;FTL||Supplier_18||Hub_89||FTL_ES-IT_1500
Supplier_18;Hub_89;1.300,0000000000;LTL||Current_LTL||LTL_ES-IT||1500
Supplier_18;Hub_90;1.600,0000000000;FTL||Supplier_18||Hub_90||FTL_ES-DE_W_2000
Supplier_18;Hub_90;1.600,0000000000;LTL||Current_LTL||LTL_ES-DE_W||2000
Supplier_19;Hub_86;1.300,0000000000;FTL||Supplier_19||Hub_86||FTL_ES-GB_1500
Supplier_19;Hub_86;1.300,0000000000;LTL||Current_LTL||LTL_ES-GB||1500
Supplier_19;Hub_87;400,0000000000;FTL||Supplier_19||Hub_87||FTL_ES-ES_500
Supplier_19;Hub_87;400,0000000000;LTL||Current_LTL||LTL_ES-ES||500
Supplier_19;Hub_88;1.500,0000000000;FTL||Supplier_19||Hub_88||FTL_ES-DE_W_1500
Supplier_19;Hub_88;1.500,0000000000;LTL||Current_LTL||LTL_ES-DE_W||1500
Supplier_19;Hub_89;1.300,0000000000;FTL||Supplier_19||Hub_89||FTL_ES-IT_1500
Supplier_19;Hub_89;1.300,0000000000;LTL||Current_LTL||LTL_ES-IT||1500
Supplier_19;Hub_90;1.600,0000000000;FTL||Supplier_19||Hub_90||FTL_ES-DE_W_2000
Supplier_19;Hub_90;1.600,0000000000;LTL||Current_LTL||LTL_ES-DE_W||2000
Supplier_20;Hub_86;100,0000000000;FTL||Supplier_20||Hub_86||FTL_GB-GB_100
Supplier_20;Hub_86;100,0000000000;LTL||Current_LTL||LTL_GB-GB||100
Supplier_20;Hub_87;1.500,0000000000;FTL||Supplier_20||Hub_87||FTL_GB-ES_1500
Supplier_20;Hub_87;1.500,0000000000;LTL||Current_LTL||LTL_GB-ES||1500
Supplier_20;Hub_88;800,0000000000;FTL||Supplier_20||Hub_88||FTL_GB-DE_W_1000
Supplier_20;Hub_88;800,0000000000;LTL||Current_LTL||LTL_GB-DE_W||1000
Supplier_20;Hub_89;1.600,0000000000;FTL||Supplier_20||Hub_89||FTL_GB-IT_2000
Supplier_20;Hub_89;1.600,0000000000;LTL||Current_LTL||LTL_GB-IT||2000
Supplier_20;Hub_90;1.300,0000000000;FTL||Supplier_20||Hub_90||FTL_GB-DE_W_1500
Supplier_20;Hub_90;1.300,0000000000;LTL||Current_LTL||LTL_GB-DE_W||1500
Supplier_21;Hub_86;300,0000000000;FTL||Supplier_21||Hub_86||FTL_GB-GB_500
Supplier_21;Hub_86;300,0000000000;LTL||Current_LTL||LTL_GB-GB||500
Supplier_21;Hub_87;1.800,0000000000;FTL||Supplier_21||Hub_87||FTL_GB-ES_2000
Supplier_21;Hub_87;1.800,0000000000;LTL||Current_LTL||LTL_GB-ES||2000
Supplier_21;Hub_88;900,0000000000;FTL||Supplier_21||Hub_88||FTL_GB-DE_W_1000
Supplier_21;Hub_88;900,0000000000;LTL||Current_LTL||LTL_GB-DE_W||1000
Supplier_21;Hub_89;1.800,0000000000;FTL||Supplier_21||Hub_89||FTL_GB-IT_2000
Supplier_21;Hub_89;1.800,0000000000;LTL||Current_LTL||LTL_GB-IT||2000
Supplier_21;Hub_90;1.400,0000000000;FTL||Supplier_21||Hub_90||FTL_GB-DE_W_1500
Supplier_21;Hub_90;1.400,0000000000;LTL||Current_LTL||LTL_GB-DE_W||1500
Supplier_22;Hub_86;200,0000000000;FTL||Supplier_22||Hub_86||FTL_GB-GB_250
Supplier_22;Hub_86;200,0000000000;LTL||Current_LTL||LTL_GB-GB||250
Supplier_22;Hub_87;1.700,0000000000;FTL||Supplier_22||Hub_87||FTL_GB-ES_2000
Supplier_22;Hub_87;1.700,0000000000;LTL||Current_LTL||LTL_GB-ES||2000
Supplier_22;Hub_88;800,0000000000;FTL||Supplier_22||Hub_88||FTL_GB-DE_W_1000
Supplier_22;Hub_88;800,0000000000;LTL||Current_LTL||LTL_GB-DE_W||1000
Supplier_22;Hub_89;1.700,0000000000;FTL||Supplier_22||Hub_89||FTL_GB-IT_2000
Supplier_22;Hub_89;1.700,0000000000;LTL||Current_LTL||LTL_GB-IT||2000
Supplier_22;Hub_90;1.300,0000000000;FTL||Supplier_22||Hub_90||FTL_GB-DE_W_1500
Supplier_22;Hub_90;1.300,0000000000;LTL||Current_LTL||LTL_GB-DE_W||1500
Supplier_23;Hub_86;1.500,0000000000;FTL||Supplier_23||Hub_86||FTL_ES-GB_1500
Supplier_23;Hub_86;1.500,0000000000;LTL||Current_LTL||LTL_ES-GB||1500
Supplier_23;Hub_87;400,0000000000;FTL||Supplier_23||Hub_87||FTL_ES-ES_500
Supplier_23;Hub_87;400,0000000000;LTL||Current_LTL||LTL_ES-ES||500
Supplier_23;Hub_88;1.600,0000000000;FTL||Supplier_23||Hub_88||FTL_ES-DE_W_2000
Supplier_23;Hub_88;1.600,0000000000;LTL||Current_LTL||LTL_ES-DE_W||2000
Supplier_23;Hub_89;1.300,0000000000;FTL||Supplier_23||Hub_89||FTL_ES-IT_1500
Supplier_23;Hub_89;1.300,0000000000;LTL||Current_LTL||LTL_ES-IT||1500
Supplier_23;Hub_90;1.700,0000000000;FTL||Supplier_23||Hub_90||FTL_ES-DE_W_2000
Supplier_23;Hub_90;1.700,0000000000;LTL||Current_LTL||LTL_ES-DE_W||2000
Supplier_24;Hub_86;100,0000000000;FTL||Supplier_24||Hub_86||FTL_GB-GB_100
Supplier_24;Hub_86;100,0000000000;LTL||Current_LTL||LTL_GB-GB||100
Supplier_24;Hub_87;1.600,0000000000;FTL||Supplier_24||Hub_87||FTL_GB-ES_2000
Supplier_24;Hub_87;1.600,0000000000;LTL||Current_LTL||LTL_GB-ES||2000
Supplier_24;Hub_88;800,0000000000;FTL||Supplier_24||Hub_88||FTL_GB-DE_W_1000
Supplier_24;Hub_88;800,0000000000;LTL||Current_LTL||LTL_GB-DE_W||1000
Supplier_24;Hub_89;1.600,0000000000;FTL||Supplier_24||Hub_89||FTL_GB-IT_2000
Supplier_24;Hub_89;1.600,0000000000;LTL||Current_LTL||LTL_GB-IT||2000
Supplier_24;Hub_90;1.300,0000000000;FTL||Supplier_24||Hub_90||FTL_GB-DE_W_1500
Supplier_24;Hub_90;1.300,0000000000;LTL||Current_LTL||LTL_GB-DE_W||1500
Supplier_25;Hub_86;1.500,0000000000;FTL||Supplier_25||Hub_86||FTL_ES-GB_1500
Supplier_25;Hub_86;1.500,0000000000;LTL||Current_LTL||LTL_ES-GB||1500
Supplier_25;Hub_87;400,0000000000;FTL||Supplier_25||Hub_87||FTL_ES-ES_500
Supplier_25;Hub_87;400,0000000000;LTL||Current_LTL||LTL_ES-ES||500
Supplier_25;Hub_88;1.600,0000000000;FTL||Supplier_25||Hub_88||FTL_ES-DE_W_2000
Supplier_25;Hub_88;1.600,0000000000;LTL||Current_LTL||LTL_ES-DE_W||2000
Supplier_25;Hub_89;1.300,0000000000;FTL||Supplier_25||Hub_89||FTL_ES-IT_1500
Supplier_25;Hub_89;1.300,0000000000;LTL||Current_LTL||LTL_ES-IT||1500
Supplier_25;Hub_90;1.600,0000000000;FTL||Supplier_25||Hub_90||FTL_ES-DE_W_2000
Supplier_25;Hub_90;1.600,0000000000;LTL||Current_LTL||LTL_ES-DE_W||2000
Supplier_26;Hub_86;800,0000000000;FTL||Supplier_26||Hub_86||FTL_FR_N-GB_1000
Supplier_26;Hub_86;800,0000000000;LTL||Current_LTL||LTL_FR_N-GB||1000
Supplier_26;Hub_87;800,0000000000;FTL||Supplier_26||Hub_87||FTL_FR_N-ES_1000
Supplier_26;Hub_87;800,0000000000;LTL||Current_LTL||LTL_FR_N-ES||1000
Supplier_26;Hub_88;1.000,0000000000;FTL||Supplier_26||Hub_88||FTL_FR_N-DE_W_1000
Supplier_26;Hub_88;1.000,0000000000;LTL||Current_LTL||LTL_FR_N-DE_W||1000
Supplier_26;Hub_89;1.200,0000000000;FTL||Supplier_26||Hub_89||FTL_FR_N-IT_1500
Supplier_26;Hub_89;1.200,0000000000;LTL||Current_LTL||LTL_FR_N-IT||1500
Supplier_26;Hub_90;1.300,0000000000;FTL||Supplier_26||Hub_90||FTL_FR_N-DE_W_1500
Supplier_26;Hub_90;1.300,0000000000;LTL||Current_LTL||LTL_FR_N-DE_W||1500
Supplier_27;Hub_86;1.500,0000000000;FTL||Supplier_27||Hub_86||FTL_ES-GB_1500
Supplier_27;Hub_86;1.500,0000000000;LTL||Current_LTL||LTL_ES-GB||1500
Supplier_27;Hub_87;300,0000000000;FTL||Supplier_27||Hub_87||FTL_ES-ES_500
Supplier_27;Hub_87;300,0000000000;LTL||Current_LTL||LTL_ES-ES||500
Supplier_27;Hub_88;1.500,0000000000;FTL||Supplier_27||Hub_88||FTL_ES-DE_W_1500
Supplier_27;Hub_88;1.500,0000000000;LTL||Current_LTL||LTL_ES-DE_W||1500
Supplier_27;Hub_89;1.300,0000000000;FTL||Supplier_27||Hub_89||FTL_ES-IT_1500
Supplier_27;Hub_89;1.300,0000000000;LTL||Current_LTL||LTL_ES-IT||1500
Supplier_27;Hub_90;1.600,0000000000;FTL||Supplier_27||Hub_90||FTL_ES-DE_W_2000
Supplier_27;Hub_90;1.600,0000000000;LTL||Current_LTL||LTL_ES-DE_W||2000
Supplier_28;Hub_86;600,0000000000;FTL||Supplier_28||Hub_86||FTL_FR_N-GB_1000
Supplier_28;Hub_86;600,0000000000;LTL||Current_LTL||LTL_FR_N-GB||1000
Supplier_28;Hub_87;1.000,0000000000;FTL||Supplier_28||Hub_87||FTL_FR_N-ES_1000
Supplier_28;Hub_87;1.000,0000000000;LTL||Current_LTL||LTL_FR_N-ES||1000
Supplier_28;Hub_88;800,0000000000;FTL||Supplier_28||Hub_88||FTL_FR_N-DE_W_1000
Supplier_28;Hub_88;800,0000000000;LTL||Current_LTL||LTL_FR_N-DE_W||1000
Supplier_28;Hub_89;1.300,0000000000;FTL||Supplier_28||Hub_89||FTL_FR_N-IT_1500
Supplier_28;Hub_89;1.300,0000000000;LTL||Current_LTL||LTL_FR_N-IT||1500
Supplier_28;Hub_90;1.200,0000000000;FTL||Supplier_28||Hub_90||FTL_FR_N-DE_W_1500
Supplier_28;Hub_90;1.200,0000000000;LTL||Current_LTL||LTL_FR_N-DE_W||1500
Supplier_29;Hub_86;200,0000000000;FTL||Supplier_29||Hub_86||FTL_GB-GB_250
Supplier_29;Hub_86;200,0000000000;LTL||Current_LTL||LTL_GB-GB||250
Supplier_29;Hub_87;1.400,0000000000;FTL||Supplier_29||Hub_87||FTL_GB-ES_1500
Supplier_29;Hub_87;1.400,0000000000;LTL||Current_LTL||LTL_GB-ES||1500
Supplier_29;Hub_88;700,0000000000;FTL||Supplier_29||Hub_88||FTL_GB-DE_W_1000
Supplier_29;Hub_88;700,0000000000;LTL||Current_LTL||LTL_GB-DE_W||1000
Supplier_29;Hub_89;1.400,0000000000;FTL||Supplier_29||Hub_89||FTL_GB-IT_1500
