#location_from;location_to;dist_class;valid_tariff
Supplier_6;Hub_84;1.700,0000000000;LTL||Current_LTL||LTL_GB-IT_2000
Supplier_6;Hub_85;1.500,0000000000;FTL||Supplier_6||Hub_85||FTL_GB-DE_W_1500
Supplier_6;Hub_85;1.500,0000000000;LTL||Current_LTL||LTL_GB-DE_W_1500
Supplier_7;Hub_81;1.700,0000000000;FTL||Supplier_7||Hub_81||FTL_ES-GB_2000
Supplier_7;Hub_81;1.700,0000000000;LTL||Current_LTL||LTL_ES-GB_2000
Supplier_7;Hub_82;700,0000000000;FTL||Supplier_7||Hub_82||FTL_ES-ES_1000
Supplier_7;Hub_82;700,0000000000;LTL||Current_LTL||LTL_ES-ES_1000
Supplier_7;Hub_83;1.900,0000000000;FTL||Supplier_7||Hub_83||FTL_ES-DE_W_2000
Supplier_7;Hub_83;1.900,0000000000;LTL||Current_LTL||LTL_ES-DE_W_2000
Supplier_7;Hub_84;1.700,0000000000;FTL||Supplier_7||Hub_84||FTL_ES-IT_2000
Supplier_7;Hub_84;1.700,0000000000;LTL||Current_LTL||LTL_ES-IT_2000
Supplier_7;Hub_85;2.000,0000000000;FTL||Supplier_7||Hub_85||FTL_ES-DE_W_2000
Supplier_7;Hub_85;2.000,0000000000;LTL||Current_LTL||LTL_ES-DE_W_2000
Supplier_8;Hub_81;1.600,0000000000;FTL||Supplier_8||Hub_81||FTL_ES-GB_2000
Supplier_8;Hub_81;1.600,0000000000;LTL||Current_LTL||LTL_ES-GB_2000
Supplier_8;Hub_82;600,0000000000;FTL||Supplier_8||Hub_82||FTL_ES-ES_1000
Supplier_8;Hub_82;600,0000000000;LTL||Current_LTL||LTL_ES-ES_1000
Supplier_8;Hub_83;1.800,0000000000;FTL||Supplier_8||Hub_83||FTL_ES-DE_W_2000
Supplier_8;Hub_83;1.800,0000000000;LTL||Current_LTL||LTL_ES-DE_W_2000
Supplier_8;Hub_84;1.600,0000000000;FTL||Supplier_8||Hub_84||FTL_ES-IT_2000
Supplier_8;Hub_84;1.600,0000000000;LTL||Current_LTL||LTL_ES-IT_2000
Supplier_8;Hub_85;1.900,0000000000;FTL||Supplier_8||Hub_85||FTL_ES-DE_W_2000
Supplier_8;Hub_85;1.900,0000000000;LTL||Current_LTL||LTL_ES-DE_W_2000
Supplier_9;Hub_81;300,0000000000;FTL||Supplier_9||Hub_81||FTL_GB-GB_250
Supplier_9;Hub_81;300,0000000000;LTL||Current_LTL||LTL_GB-GB_250
Supplier_9;Hub_82;1.400,0000000000;FTL||Supplier_9||Hub_82||FTL_GB-ES_1500
Supplier_9;Hub_82;1.400,0000000000;LTL||Current_LTL||LTL_GB-ES_1500
Supplier_9;Hub_83;900,0000000000;FTL||Supplier_9||Hub_83||FTL_GB-DE_W_1000
Supplier_9;Hub_83;900,0000000000;LTL||Current_LTL||LTL_GB-DE_W_1000
Supplier_9;Hub_84;1.600,0000000000;FTL||Supplier_9||Hub_84||FTL_GB-IT_2000
Supplier_9;Hub_84;1.600,0000000000;LTL||Current_LTL||LTL_GB-IT_2000
Supplier_9;Hub_85;1.400,0000000000;FTL||Supplier_9||Hub_85||FTL_GB-DE_W_1500
Supplier_9;Hub_85;1.400,0000000000;LTL||Current_LTL||LTL_GB-DE_W_1500
Supplier_10;Hub_81;1.300,0000000000;FTL||Supplier_10||Hub_81||FTL_ES-GB_1500
Supplier_10;Hub_81;1.300,0000000000;LTL||Current_LTL||LTL_ES-GB_1500
Supplier_10;Hub_82;600,0000000000;FTL||Supplier_10||Hub_82||FTL_ES-ES_1000
Supplier_10;Hub_82;600,0000000000;LTL||Current_LTL||LTL_ES-ES_1000
Supplier_10;Hub_83;1.500,0000000000;FTL||Supplier_10||Hub_83||FTL_ES-DE_W_1500
Supplier_10;Hub_83;1.500,0000000000;LTL||Current_LTL||LTL_ES-DE_W_1500
Supplier_10;Hub_84;1.400,0000000000;FTL||Supplier_10||Hub_84||FTL_ES-IT_1500
Supplier_10;Hub_84;1.400,0000000000;LTL||Current_LTL||LTL_ES-IT_1500
Supplier_10;Hub_85;1.600,0000000000;FTL||Supplier_10||Hub_85||FTL_ES-DE_W_2000
Supplier_10;Hub_85;1.600,0000000000;LTL||Current_LTL||LTL_ES-DE_W_2000
Supplier_11;Hub_81;100,0000000000;FTL||Supplier_11||Hub_81||FTL_GB-GB_100
Supplier_11;Hub_81;100,0000000000;LTL||Current_LTL||LTL_GB-GB_100
Supplier_11;Hub_82;1.500,0000000000;FTL||Supplier_11||Hub_82||FTL_GB-ES_1500
Supplier_11;Hub_82;1.500,0000000000;LTL||Current_LTL||LTL_GB-ES_1500
Supplier_11;Hub_83;900,0000000000;FTL||Supplier_11||Hub_83||FTL_GB-DE_W_1000
Supplier_11;Hub_83;900,0000000000;LTL||Current_LTL||LTL_GB-DE_W_1000
Supplier_11;Hub_84;1.600,0000000000;FTL||Supplier_11||Hub_84||FTL_GB-IT_2000
Supplier_11;Hub_84;1.600,0000000000;LTL||Current_LTL||LTL_GB-IT_2000
Supplier_11;Hub_85;1.300,0000000000;FTL||Supplier_11||Hub_85||FTL_GB-DE_W_1500
Supplier_11;Hub_85;1.300,0000000000;LTL||Current_LTL||LTL_GB-DE_W_1500
Supplier_12;Hub_81;1.300,0000000000;FTL||Supplier_12||Hub_81||FTL_ES-GB_1500
Supplier_12;Hub_81;1.300,0000000000;LTL||Current_LTL||LTL_ES-GB_1500
Supplier_12;Hub_82;500,0000000000;FTL||Supplier_12||Hub_82||FTL_ES-ES_500
Supplier_12;Hub_82;500,0000000000;LTL||Current_LTL||LTL_ES-ES_500
Supplier_12;Hub_83;1.400,0000000000;FTL||Supplier_12||Hub_83||FTL_ES-DE_W_1500
Supplier_12;Hub_83;1.400,0000000000;LTL||Current_LTL||LTL_ES-DE_W_1500
Supplier_12;Hub_84;1.400,0000000000;FTL||Supplier_12||Hub_84||FTL_ES-IT_1500
Supplier_12;Hub_84;1.400,0000000000;LTL||Current_LTL||LTL_ES-IT_1500
Supplier_12;Hub_85;1.600,0000000000;FTL||Supplier_12||Hub_85||FTL_ES-DE_W_2000
Supplier_12;Hub_85;1.600,0000000000;LTL||Current_LTL||LTL_ES-DE_W_2000
Supplier_13;Hub_81;100,0000000000;FTL||Supplier_13||Hub_81||FTL_GB-GB_100
Supplier_13;Hub_81;100,0000000000;LTL||Current_LTL||LTL_GB-GB_100
Supplier_13;Hub_82;1.500,0000000000;FTL||Supplier_13||Hub_82||FTL_GB-ES_1500
Supplier_13;Hub_82;1.500,0000000000;LTL||Current_LTL||LTL_GB-ES_1500
Supplier_13;Hub_83;800,0000000000;FTL||Supplier_13||Hub_83||FTL_GB-DE_W_1000
Supplier_13;Hub_83;800,0000000000;LTL||Current_LTL||LTL_GB-DE_W_1000
Supplier_13;Hub_84;1.600,0000000000;FTL||Supplier_13||Hub_84||FTL_GB-IT_2000
Supplier_13;Hub_84;1.600,0000000000;LTL||Current_LTL||LTL_GB-IT_2000
Supplier_13;Hub_85;1.300,0000000000;FTL||Supplier_13||Hub_85||FTL_GB-DE_W_1500
Supplier_13;Hub_85;1.300,0000000000;LTL||Current_LTL||LTL_GB-DE_W_1500
Supplier_14;Hub_81;100,0000000000;FTL||Supplier_14||Hub_81||FTL_GB-GB_100
Supplier_14;Hub_81;100,0000000000;LTL||Current_LTL||LTL_GB-GB_100
Supplier_14;Hub_82;1.500,0000000000;FTL||Supplier_14||Hub_82||FTL_GB-ES_1500
Supplier_14;Hub_82;1.500,0000000000;LTL||Current_LTL||LTL_GB-ES_1500
Supplier_14;Hub_83;800,0000000000;FTL||Supplier_14||Hub_83||FTL_GB-DE_W_1000
Supplier_14;Hub_83;800,0000000000;LTL||Current_LTL||LTL_GB-DE_W_1000
Supplier_14;Hub_84;1.600,0000000000;FTL||Supplier_14||Hub_84||FTL_GB-IT_2000
Supplier_14;Hub_84;1.600,0000000000;LTL||Current_LTL||LTL_GB-IT_2000
Supplier_14;Hub_85;1.300,0000000000;FTL||Supplier_14||Hub_85||FTL_GB-DE_W_1500
Supplier_14;Hub_85;1.300,0000000000;LTL||Current_LTL||LTL_GB-DE_W_1500
Supplier_15;Hub_81;100,0000000000;FTL||Supplier_15||Hub_81||FTL_GB-GB_100
Supplier_15;Hub_81;100,0000000000;LTL||Current_LTL||LTL_GB-GB_100
Supplier_15;Hub_82;1.600,0000000000;FTL||Supplier_15||Hub_82||FTL_GB-ES_2000
Supplier_15;Hub_82;1.600,0000000000;LTL||Current_LTL||LTL_GB-ES_2000
Supplier_15;Hub_83;800,0000000000;FTL||Supplier_15||Hub_83||FTL_GB-DE_W_1000
Supplier_15;Hub_83;800,0000000000;LTL||Current_LTL||LTL_GB-DE_W_1000
Supplier_15;Hub_84;1.600,0000000000;FTL||Supplier_15||Hub_84||FTL_GB-IT_2000
Supplier_15;Hub_84;1.600,0000000000;LTL||Current_LTL||LTL_GB-IT_2000
Supplier_15;Hub_85;1.300,0000000000;FTL||Supplier_15||Hub_85||FTL_GB-DE_W_1500
Supplier_15;Hub_85;1.300,0000000000;LTL||Current_LTL||LTL_GB-DE_W_1500
Supplier_16;Hub_81;400,0000000000;FTL||Supplier_16||Hub_81||FTL_GB-GB_500
Supplier_16;Hub_81;400,0000000000;LTL||Current_LTL||LTL_GB-GB_500
Supplier_16;Hub_82;1.900,0000000000;FTL||Supplier_16||Hub_82||FTL_GB-ES_2000
Supplier_16;Hub_82;1.900,0000000000;LTL||Current_LTL||LTL_GB-ES_2000
Supplier_16;Hub_83;900,0000000000;FTL||Supplier_16||Hub_83||FTL_GB-DE_W_1000
Supplier_16;Hub_83;900,0000000000;LTL||Current_LTL||LTL_GB-DE_W_1000
Supplier_16;Hub_84;1.800,0000000000;FTL||Supplier_16||Hub_84||FTL_GB-IT_2000
Supplier_16;Hub_84;1.800,0000000000;LTL||Current_LTL||LTL_GB-IT_2000
Supplier_16;Hub_85;1.400,0000000000;FTL||Supplier_16||Hub_85||FTL_GB-DE_W_1500
Supplier_16;Hub_85;1.400,0000000000;LTL||Current_LTL||LTL_GB-DE_W_1500
Supplier_17;Hub_81;700,0000000000;FTL||Supplier_17||Hub_81||FTL_FR_N-GB_1000
Supplier_17;Hub_81;700,0000000000;LTL||Current_LTL||LTL_FR_N-GB_1000
Supplier_17;Hub_82;1.000,0000000000;FTL||Supplier_17||Hub_82||FTL_FR_N-ES_1000
Supplier_17;Hub_82;1.000,0000000000;LTL||Current_LTL||LTL_FR_N-ES_1000
Supplier_17;Hub_83;1.000,0000000000;FTL||Supplier_17||Hub_83||FTL_FR_N-DE_W_1000
Supplier_17;Hub_83;1.000,0000000000;LTL||Current_LTL||LTL_FR_N-DE_W_1000
Supplier_17;Hub_84;1.300,0000000000;FTL||Supplier_17||Hub_84||FTL_FR_N-IT_1500
Supplier_17;Hub_84;1.300,0000000000;LTL||Current_LTL||LTL_FR_N-IT_1500
Supplier_17;Hub_85;1.300,0000000000;FTL||Supplier_17||Hub_85||FTL_FR_N-DE_W_1500
Supplier_17;Hub_85;1.300,0000000000;LTL||Current_LTL||LTL_FR_N-DE_W_1500
Supplier_18;Hub_81;1.400,0000000000;FTL||Supplier_18||Hub_81||FTL_ES-GB_1500
Supplier_18;Hub_81;1.400,0000000000;LTL||Current_LTL||LTL_ES-GB_1500
Supplier_18;Hub_82;400,0000000000;FTL||Supplier_18||Hub_82||FTL_ES-ES_500
Supplier_18;Hub_82;400,0000000000;LTL||Current_LTL||LTL_ES-ES_500
Supplier_18;Hub_83;1.500,0000000000;FTL||Supplier_18||Hub_83||FTL_ES-DE_W_1500
Supplier_18;Hub_83;1.500,0000000000;LTL||Current_LTL||LTL_ES-DE_W_1500
Supplier_18;Hub_84;1.300,0000000000;FTL||Supplier_18||Hub_84||FTL_ES-IT_1500
Supplier_18;Hub_84;1.300,0000000000;LTL||Current_LTL||LTL_ES-IT_1500
Supplier_18;Hub_85;1.600,0000000000;FTL||Supplier_18||Hub_85||FTL_ES-DE_W_2000
Supplier_18;Hub_85;1.600,0000000000;LTL||Current_LTL||LTL_ES-DE_W_2000
Supplier_19;Hub_81;1.300,0000000000;FTL||Supplier_19||Hub_81||FTL_ES-GB_1500
Supplier_19;Hub_81;1.300,0000000000;LTL||Current_LTL||LTL_ES-GB_1500
Supplier_19;Hub_82;400,0000000000;FTL||Supplier_19||Hub_82||FTL_ES-ES_500
Supplier_19;Hub_82;400,0000000000;LTL||Current_LTL||LTL_ES-ES_500
Supplier_19;Hub_83;1.500,0000000000;FTL||Supplier_19||Hub_83||FTL_ES-DE_W_1500
Supplier_19;Hub_83;1.500,0000000000;LTL||Current_LTL||LTL_ES-DE_W_1500
Supplier_19;Hub_84;1.300,0000000000;FTL||Supplier_19||Hub_84||FTL_ES-IT_1500
Supplier_19;Hub_84;1.300,0000000000;LTL||Current_LTL||LTL_ES-IT_1500
Supplier_19;Hub_85;1.600,0000000000;FTL||Supplier_19||Hub_85||FTL_ES-DE_W_2000
Supplier_19;Hub_85;1.600,0000000000;LTL||Current_LTL||LTL_ES-DE_W_2000
Supplier_20;Hub_81;100,0000000000;FTL||Supplier_20||Hub_81||FTL_GB-GB_100
Supplier_20;Hub_81;100,0000000000;LTL||Current_LTL||LTL_GB-GB_100
Supplier_20;Hub_82;1.500,0000000000;FTL||Supplier_20||Hub_82||FTL_GB-ES_1500
Supplier_20;Hub_82;1.500,0000000000;LTL||Current_LTL||LTL_GB-ES_1500
Supplier_20;Hub_83;800,0000000000;FTL||Supplier_20||Hub_83||FTL_GB-DE_W_1000
Supplier_20;Hub_83;800,0000000000;LTL||Current_LTL||LTL_GB-DE_W_1000
Supplier_20;Hub_84;1.600,0000000000;FTL||Supplier_20||Hub_84||FTL_GB-IT_2000
Supplier_20;Hub_84;1.600,0000000000;LTL||Current_LTL||LTL_GB-IT_2000
Supplier_20;Hub_85;1.300,0000000000;FTL||Supplier_20||Hub_85||FTL_GB-DE_W_1500
Supplier_20;Hub_85;1.300,0000000000;LTL||Current_LTL||LTL_GB-DE_W_1500
Supplier_21;Hub_81;300,0000000000;FTL||Supplier_21||Hub_81||FTL_GB-GB_500
Supplier_21;Hub_81;300,0000000000;LTL||Current_LTL||LTL_GB-GB_500
Supplier_21;Hub_82;1.800,0000000000;FTL||Supplier_21||Hub_82||FTL_GB-ES_2000
Supplier_21;Hub_82;1.800,0000000000;LTL||Current_LTL||LTL_GB-ES_2000
Supplier_21;Hub_83;900,0000000000;FTL||Supplier_21||Hub_83||FTL_GB-DE_W_1000
Supplier_21;Hub_83;900,0000000000;LTL||Current_LTL||LTL_GB-DE_W_1000
Supplier_21;Hub_84;1.800,0000000000;FTL||Supplier_21||Hub_84||FTL_GB-IT_2000
Supplier_21;Hub_84;1.800,0000000000;LTL||Current_LTL||LTL_GB-IT_2000
Supplier_21;Hub_85;1.400,0000000000;FTL||Supplier_21||Hub_85||FTL_GB-DE_W_1500
Supplier_21;Hub_85;1.400,0000000000;LTL||Current_LTL||LTL_GB-DE_W_1500
Supplier_22;Hub_81;200,0000000000;FTL||Supplier_22||Hub_81||FTL_GB-GB_250
Supplier_22;Hub_81;200,0000000000;LTL||Current_LTL||LTL_GB-GB_250
Supplier_22;Hub_82;1.700,0000000000;FTL||Supplier_22||Hub_82||FTL_GB-ES_2000
Supplier_22;Hub_82;1.700,0000000000;LTL||Current_LTL||LTL_GB-ES_2000
Supplier_22;Hub_83;800,0000000000;FTL||Supplier_22||Hub_83||FTL_GB-DE_W_1000
Supplier_22;Hub_83;800,0000000000;LTL||Current_LTL||LTL_GB-DE_W_1000
Supplier_22;Hub_84;1.700,0000000000;FTL||Supplier_22||Hub_84||FTL_GB-IT_2000
Supplier_22;Hub_84;1.700,0000000000;LTL||Current_LTL||LTL_GB-IT_2000
Supplier_22;Hub_85;1.300,0000000000;FTL||Supplier_22||Hub_85||FTL_GB-DE_W_1500
Supplier_22;Hub_85;1.300,0000000000;LTL||Current_LTL||LTL_GB-DE_W_1500
Supplier_23;Hub_81;1.500,0000000000;FTL||Supplier_23||Hub_81||FTL_ES-GB_1500
Supplier_23;Hub_81;1.500,0000000000;LTL||Current_LTL||LTL_ES-GB_1500
Supplier_23;Hub_82;400,0000000000;FTL||Supplier_23||Hub_82||FTL_ES-ES_500
Supplier_23;Hub_82;400,0000000000;LTL||Current_LTL||LTL_ES-ES_500
Supplier_23;Hub_83;1.600,0000000000;FTL||Supplier_23||Hub_83||FTL_ES-DE_W_2000
Supplier_23;Hub_83;1.600,0000000000;LTL||Current_LTL||LTL_ES-DE_W_2000
Supplier_23;Hub_84;1.300,0000000000;FTL||Supplier_23||Hub_84||FTL_ES-IT_1500
Supplier_23;Hub_84;1.300,0000000000;LTL||Current_LTL||LTL_ES-IT_1500
Supplier_23;Hub_85;1.700,0000000000;FTL||Supplier_23||Hub_85||FTL_ES-DE_W_2000
Supplier_23;Hub_85;1.700,0000000000;LTL||Current_LTL||LTL_ES-DE_W_2000
Supplier_24;Hub_81;100,0000000000;FTL||Supplier_24||Hub_81||FTL_GB-GB_100
Supplier_24;Hub_81;100,0000000000;LTL||Current_LTL||LTL_GB-GB_100
Supplier_24;Hub_82;1.600,0000000000;FTL||Supplier_24||Hub_82||FTL_GB-ES_2000
Supplier_24;Hub_82;1.600,0000000000;LTL||Current_LTL||LTL_GB-ES_2000
Supplier_24;Hub_83;800,0000000000;FTL||Supplier_24||Hub_83||FTL_GB-DE_W_1000
Supplier_24;Hub_83;800,0000000000;LTL||Current_LTL||LTL_GB-DE_W_1000
Supplier_24;Hub_84;1.600,0000000000;FTL||Supplier_24||Hub_84||FTL_GB-IT_2000
Supplier_24;Hub_84;1.600,0000000000;LTL||Current_LTL||LTL_GB-IT_2000
Supplier_24;Hub_85;1.300,0000000000;FTL||Supplier_24||Hub_85||FTL_GB-DE_W_1500
Supplier_24;Hub_85;1.300,0000000000;LTL||Current_LTL||LTL_GB-DE_W_1500
Supplier_25;Hub_81;1.500,0000000000;FTL||Supplier_25||Hub_81||FTL_ES-GB_1500
Supplier_25;Hub_81;1.500,0000000000;LTL||Current_LTL||LTL_ES-GB_1500
Supplier_25;Hub_82;400,0000000000;FTL||Supplier_25||Hub_82||FTL_ES-ES_500
Supplier_25;Hub_82;400,0000000000;LTL||Current_LTL||LTL_ES-ES_500
Supplier_25;Hub_83;1.600,0000000000;FTL||Supplier_25||Hub_83||FTL_ES-DE_W_2000
Supplier_25;Hub_83;1.600,0000000000;LTL||Current_LTL||LTL_ES-DE_W_2000
Supplier_25;Hub_84;1.300,0000000000;FTL||Supplier_25||Hub_84||FTL_ES-IT_1500
Supplier_25;Hub_84;1.300,0000000000;LTL||Current_LTL||LTL_ES-IT_1500
Supplier_25;Hub_85;1.600,0000000000;FTL||Supplier_25||Hub_85||FTL_ES-DE_W_2000
Supplier_25;Hub_85;1.600,0000000000;LTL||Current_LTL||LTL_ES-DE_W_2000
Supplier_26;Hub_81;800,0000000000;FTL||Supplier_26||Hub_81||FTL_FR_N-GB_1000
Supplier_26;Hub_81;800,0000000000;LTL||Current_LTL||LTL_FR_N-GB_1000
Supplier_26;Hub_82;800,0000000000;FTL||Supplier_26||Hub_82||FTL_FR_N-ES_1000
Supplier_26;Hub_82;800,0000000000;LTL||Current_LTL||LTL_FR_N-ES_1000
Supplier_26;Hub_83;1.000,0000000000;FTL||Supplier_26||Hub_83||FTL_FR_N-DE_W_1000
Supplier_26;Hub_83;1.000,0000000000;LTL||Current_LTL||LTL_FR_N-DE_W_1000
Supplier_26;Hub_84;1.200,0000000000;FTL||Supplier_26||Hub_84||FTL_FR_N-IT_1500
Supplier_26;Hub_84;1.200,0000000000;LTL||Current_LTL||LTL_FR_N-IT_1500
Supplier_26;Hub_85;1.300,0000000000;FTL||Supplier_26||Hub_85||FTL_FR_N-DE_W_1500
Supplier_26;Hub_85;1.300,0000000000;LTL||Current_LTL||LTL_FR_N-DE_W_1500
Supplier_27;Hub_81;1.500,0000000000;FTL||Supplier_27||Hub_81||FTL_ES-GB_1500
Supplier_27;Hub_81;1.500,0000000000;LTL||Current_LTL||LTL_ES-GB_1500
Supplier_27;Hub_82;300,0000000000;FTL||Supplier_27||Hub_82||FTL_ES-ES_500
Supplier_27;Hub_82;300,0000000000;LTL||Current_LTL||LTL_ES-ES_500
Supplier_27;Hub_83;1.500,0000000000;FTL||Supplier_27||Hub_83||FTL_ES-DE_W_1500
Supplier_27;Hub_83;1.500,0000000000;LTL||Current_LTL||LTL_ES-DE_W_1500
Supplier_27;Hub_84;1.300,0000000000;FTL||Supplier_27||Hub_84||FTL_ES-IT_1500
Supplier_27;Hub_84;1.300,0000000000;LTL||Current_LTL||LTL_ES-IT_1500
Supplier_27;Hub_85;1.600,0000000000;FTL||Supplier_27||Hub_85||FTL_ES-DE_W_2000
Supplier_27;Hub_85;1.600,0000000000;LTL||Current_LTL||LTL_ES-DE_W_2000
Supplier_28;Hub_81;600,0000000000;FTL||Supplier_28||Hub_81||FTL_FR_N-GB_1000
Supplier_28;Hub_81;600,0000000000;LTL||Current_LTL||LTL_FR_N-GB_1000
Supplier_28;Hub_82;1.000,0000000000;FTL||Supplier_28||Hub_82||FTL_FR_N-ES_1000
Supplier_28;Hub_82;1.000,0000000000;LTL||Current_LTL||LTL_FR_N-ES_1000
Supplier_28;Hub_83;800,0000000000;FTL||Supplier_28||Hub_83||FTL_FR_N-DE_W_1000
Supplier_28;Hub_83;800,0000000000;LTL||Current_LTL||LTL_FR_N-DE_W_1000
Supplier_28;Hub_84;1.300,0000000000;FTL||Supplier_28||Hub_84||FTL_FR_N-IT_1500
Supplier_28;Hub_84;1.300,0000000000;LTL||Current_LTL||LTL_FR_N-IT_1500
Supplier_28;Hub_85;1.200,0000000000;FTL||Supplier_28||Hub_85||FTL_FR_N-DE_W_1500
Supplier_28;Hub_85;1.200,0000000000;LTL||Current_LTL||LTL_FR_N-DE_W_1500
Supplier_29;Hub_81;200,0000000000;FTL||Supplier_29||Hub_81||FTL_GB-GB_250
Supplier_29;Hub_81;200,0000000000;LTL||Current_LTL||LTL_GB-GB_250
Supplier_29;Hub_82;1.400,0000000000;FTL||Supplier_29||Hub_82||FTL_GB-ES_1500
Supplier_29;Hub_82;1.400,0000000000;LTL||Current_LTL||LTL_GB-ES_1500
Supplier_29;Hub_83;700,0000000000;FTL||Supplier_29||Hub_83||FTL_GB-DE_W_1000
Supplier_29;Hub_83;700,0000000000;LTL||Current_LTL||LTL_GB-DE_W_1000
Supplier_29;Hub_84;1.400,0000000000;FTL||Supplier_29||Hub_84||FTL_GB-IT_1500
