#location_org;location_dest;commodity_name;interval_lowerbound;interval_upperbound
Supplier_280;Plant_4;Article_1422;350;700
Supplier_214;Plant_4;Article_1425;18;27
Supplier_232;Plant_19;Article_1426;80;120
Supplier_351;Plant_7;Article_1428;100;100
Supplier_214;Plant_4;Article_1431;9;9
Supplier_232;Plant_19;Article_1432;80;120
Supplier_351;Plant_7;Article_1434;110;110
Supplier_214;Plant_4;Article_1437;9;9
Supplier_232;Plant_19;Article_1438;60;60
Supplier_351;Plant_7;Article_1439;60;60
Supplier_280;Plant_4;Article_144;675;675
Supplier_326;Plant_6;Article_1442;12;12
Supplier_332;Plant_6;Article_1442;12;24
Supplier_214;Plant_4;Article_1443;84;84
Supplier_351;Plant_7;Article_1444;190;190
Supplier_351;Plant_7;Article_1446;180;180
Supplier_214;Plant_4;Article_1448;504;609
Supplier_232;Plant_19;Article_1449;156;156
Supplier_351;Plant_7;Article_1451;200;200
Supplier_214;Plant_4;Article_1454;36;45
Supplier_232;Plant_19;Article_1455;156;156
Supplier_351;Plant_7;Article_1458;110;110
Supplier_214;Plant_4;Article_1462;36;45
Supplier_232;Plant_19;Article_1463;156;195
Supplier_351;Plant_7;Article_1467;130;130
Supplier_214;Plant_4;Article_1469;84;84
Supplier_232;Plant_19;Article_1470;156;156
Supplier_326;Plant_6;Article_1471;486;504
Supplier_332;Plant_6;Article_1471;468;540
Supplier_232;Plant_19;Article_1472;84;84
Supplier_351;Plant_7;Article_1473;200;200
Supplier_214;Plant_4;Article_1474;567;588
Supplier_351;Plant_8;Article_1475;335;762,5
Supplier_232;Plant_19;Article_1477;81,5;84
Supplier_351;Plant_7;Article_1478;220;220
Supplier_214;Plant_4;Article_1479;36;45
Supplier_180;Plant_4;Article_1481;4000;4000
Supplier_151;Plant_4;Article_1482;224;224
Supplier_326;Plant_6;Article_1483;12;12
Supplier_332;Plant_6;Article_1483;6;12
Supplier_232;Plant_19;Article_1484;336;336
Supplier_351;Plant_7;Article_1485;200;200
Supplier_151;Plant_4;Article_1486;224;224
Supplier_351;Plant_8;Article_1487;20;40
Supplier_232;Plant_19;Article_1489;336;448
Supplier_351;Plant_7;Article_1490;180;180
Supplier_351;Plant_8;Article_1491;17,5;31,25
Supplier_214;Plant_4;Article_1492;27;38,25
Supplier_326;Plant_6;Article_1493;315;342
Supplier_332;Plant_6;Article_1493;360;396
Supplier_214;Plant_4;Article_1496;9;9
Supplier_232;Plant_19;Article_1497;90;180
Supplier_342;Plant_4;Article_15;200;250
Supplier_280;Plant_4;Article_150;480;600
Supplier_326;Plant_6;Article_1500;24;36
Supplier_332;Plant_6;Article_1500;24;36
Supplier_214;Plant_4;Article_1501;252;252
Supplier_232;Plant_19;Article_1502;180;180
Supplier_325;Plant_4;Article_1506;760;920
Supplier_326;Plant_6;Article_1508;108;108
Supplier_332;Plant_6;Article_1508;72;108
Supplier_214;Plant_4;Article_1509;18;27
Supplier_219;Plant_21;Article_151;20;170
Supplier_232;Plant_19;Article_1510;90;180
Supplier_326;Plant_6;Article_1512;48;48
Supplier_332;Plant_6;Article_1512;36;48
Supplier_214;Plant_4;Article_1513;168;168
Supplier_232;Plant_19;Article_1514;90;90
Supplier_351;Plant_8;Article_1515;337,5;770
Supplier_192;Plant_18;Article_1516;40;40
Supplier_280;Plant_4;Article_1522;2;2
Supplier_192;Plant_18;Article_1532;400;600
Supplier_192;Plant_18;Article_1536;120;240
Supplier_280;Plant_4;Article_1541;2;2
Supplier_300;Plant_4;Article_1542;30;30
Supplier_300;Plant_4;Article_1545;30;30
Supplier_214;Plant_15;Article_1549;1248;1456
Supplier_244;Plant_4;Article_155;1800;2250
Supplier_255;Plant_15;Article_1552;1050;1200
Supplier_300;Plant_4;Article_1553;15;30
Supplier_231;Plant_4;Article_1554;168;168
Supplier_300;Plant_4;Article_1556;30;30
Supplier_300;Plant_4;Article_1559;30;60
Supplier_151;Plant_4;Article_156;80;80
Supplier_14;Plant_5;Article_1560;11437,5;12750
Supplier_214;Plant_15;Article_1561;208;208
Supplier_234;Plant_21;Article_1564;48;132
Supplier_351;Plant_7;Article_1565;20;20
Supplier_214;Plant_15;Article_1568;208;208
Supplier_351;Plant_7;Article_1571;20;20
Supplier_214;Plant_15;Article_1573;208;208
Supplier_214;Plant_15;Article_1578;1248;1456
Supplier_10;Plant_2;Article_1580;20000;30000
Supplier_280;Plant_4;Article_1583;1250;1360
Supplier_351;Plant_7;Article_1590;40;40
Supplier_214;Plant_15;Article_1593;208;208
Supplier_351;Plant_7;Article_1595;40;40
Supplier_321;Plant_4;Article_1601;1;1
Supplier_280;Plant_4;Article_1605;1250;1360
Supplier_2;Plant_2;Article_1608;3864;3864
Supplier_300;Plant_4;Article_1609;12;12
Supplier_210;Plant_11;Article_1610;300;400
Supplier_276;Plant_19;Article_1611;114;192
Supplier_276;Plant_19;Article_1615;24;72
Supplier_280;Plant_4;Article_1618;192;240
Supplier_321;Plant_4;Article_1623;1;1
Supplier_280;Plant_4;Article_1626;1377;1611
Supplier_321;Plant_4;Article_1629;2;2
Supplier_14;Plant_5;Article_1630;4323;5148
Supplier_231;Plant_4;Article_1632;72;72
Supplier_280;Plant_4;Article_1633;650;1000
Supplier_231;Plant_4;Article_1635;144;360
Supplier_276;Plant_19;Article_1636;48;48
Supplier_351;Plant_8;Article_1639;28,75;73,75
Supplier_231;Plant_4;Article_1642;144;828
Supplier_351;Plant_8;Article_1645;25;75
Supplier_231;Plant_4;Article_1647;72;72
Supplier_234;Plant_21;Article_1648;143;273
Supplier_108;Plant_6;Article_165;607,5;1260
Supplier_231;Plant_4;Article_1653;1674;4248
Supplier_231;Plant_4;Article_1656;72;216
Supplier_326;Plant_15;Article_1658;8;8
Supplier_363;Plant_15;Article_1658;4;4
Supplier_156;Plant_2;Article_1660;1543;2345,5
Supplier_156;Plant_3;Article_1663;1800;2625
Supplier_306;Plant_19;Article_1665;994;3220
Supplier_326;Plant_15;Article_1666;10;10
Supplier_363;Plant_15;Article_1666;7;9
Supplier_300;Plant_4;Article_1667;60;60
Supplier_351;Plant_8;Article_1668;15;40
Supplier_232;Plant_21;Article_1670;128;192
Supplier_326;Plant_15;Article_1671;5;7
Supplier_363;Plant_15;Article_1671;4;4
Supplier_255;Plant_15;Article_1673;1950;2400
Supplier_351;Plant_8;Article_1674;15;29
Supplier_300;Plant_4;Article_1675;60;90
Supplier_232;Plant_21;Article_1677;73,5;189
Supplier_326;Plant_15;Article_1678;8;8
Supplier_363;Plant_15;Article_1678;4;4
Supplier_300;Plant_4;Article_1680;60;60
Supplier_306;Plant_19;Article_1684;280;280
Supplier_326;Plant_15;Article_1685;4,5;9,5
Supplier_363;Plant_15;Article_1685;6,5;7,5
Supplier_210;Plant_11;Article_1686;100;100
Supplier_300;Plant_4;Article_1687;60;90
Supplier_234;Plant_21;Article_1689;42;84
Supplier_151;Plant_4;Article_169;160;160
Supplier_210;Plant_11;Article_1690;100;100
Supplier_300;Plant_4;Article_1691;60;60
Supplier_326;Plant_15;Article_1692;4;4
Supplier_363;Plant_15;Article_1692;8;8
Supplier_280;Plant_4;Article_1695;847,5;930
Supplier_300;Plant_4;Article_1697;60;60
Supplier_326;Plant_15;Article_1698;64;64
Supplier_363;Plant_15;Article_1698;64;64
Supplier_326;Plant_15;Article_1701;5;7
Supplier_363;Plant_15;Article_1701;8;8
Supplier_300;Plant_4;Article_1705;12;42
Supplier_326;Plant_15;Article_1707;40;56
Supplier_363;Plant_15;Article_1707;40;56
Supplier_300;Plant_4;Article_1708;60;60
Supplier_300;Plant_4;Article_1711;12;12
Supplier_321;Plant_4;Article_1713;16;22
Supplier_276;Plant_18;Article_1717;720;720
Supplier_321;Plant_4;Article_1721;6;16
Supplier_276;Plant_18;Article_1724;77;77
Supplier_321;Plant_4;Article_1726;22,75;30
Supplier_276;Plant_18;Article_1729;13;13
Supplier_321;Plant_6;Article_1731;120;240
Supplier_276;Plant_18;Article_1733;720;720
Supplier_321;Plant_4;Article_1734;1;1
Supplier_321;Plant_4;Article_1735;2;4
Supplier_276;Plant_19;Article_1737;400;400
Supplier_62;Plant_8;Article_174;183;244
Supplier_321;Plant_4;Article_1742;8,75;16
Supplier_276;Plant_19;Article_1743;875;1600
Supplier_234;Plant_21;Article_1744;81;99
Supplier_214;Plant_4;Article_1747;15;15
Supplier_276;Plant_19;Article_1748;1125;1600
Supplier_276;Plant_19;Article_1751;325;400
Supplier_321;Plant_4;Article_1753;2;2
Supplier_321;Plant_4;Article_1756;22;32
Supplier_321;Plant_4;Article_1757;2;4
Supplier_306;Plant_19;Article_1759;229;902,5
Supplier_280;Plant_4;Article_176;540;648
Supplier_321;Plant_4;Article_1762;14;28
Supplier_306;Plant_19;Article_1766;16,5;85,5
