#location_org;location_dest;commodity_name;interval_lowerbound;interval_upperbound
Supplier_351;Plant_8;Article_1122;6,111111111;8,31590387
Supplier_151;Plant_4;Article_1123;5;6,732050808
Supplier_321;Plant_4;Article_1125;3,166666667;5,483273381
Supplier_210;Plant_21;Article_1126;130;255,499004
Supplier_132;Plant_18;Article_1127;122,952381;181,893433
Supplier_351;Plant_8;Article_1129;24,72222222;45,61918388
Supplier_151;Plant_4;Article_1130;13;31,24828759
Supplier_210;Plant_21;Article_1133;260;388,6683938
Supplier_321;Plant_4;Article_1134;5,9375;8,557137379
Supplier_214;Plant_4;Article_1137;91,30434783;115,5050893
Supplier_87;Plant_4;Article_1138;60;60
Supplier_351;Plant_7;Article_1139;280;280
Supplier_151;Plant_4;Article_114;1512;1767,499511
Supplier_326;Plant_6;Article_1140;297;351
Supplier_332;Plant_6;Article_1140;485,0526316;605,273481
Supplier_214;Plant_15;Article_1141;208;208
Supplier_321;Plant_4;Article_1143;220;220
Supplier_351;Plant_7;Article_1145;260;260
Supplier_326;Plant_6;Article_1146;64;88,97999199
Supplier_332;Plant_6;Article_1146;123,3333333;156,7223065
Supplier_214;Plant_15;Article_1148;208;208
Supplier_321;Plant_4;Article_1149;40,57142857;51,93746628
Supplier_151;Plant_15;Article_1150;28;28
Supplier_87;Plant_4;Article_1152;690;858,5229955
Supplier_351;Plant_7;Article_1153;80;80
Supplier_326;Plant_6;Article_1155;42;57,49193338
Supplier_332;Plant_6;Article_1155;54;72,97366596
Supplier_276;Plant_18;Article_1157;54,4;78,41481025
Supplier_321;Plant_4;Article_1158;8,8;12,44539283
Supplier_351;Plant_8;Article_1159;37,41176471;60,40920702
Supplier_87;Plant_4;Article_1160;60;60
Supplier_351;Plant_7;Article_1162;260;260
Supplier_276;Plant_18;Article_1163;33;37,24264069
Supplier_326;Plant_6;Article_1164;108;144
Supplier_332;Plant_6;Article_1164;170;206,641346
Supplier_351;Plant_8;Article_1166;8;12,47213595
Supplier_321;Plant_4;Article_1167;4,416666667;8,312079665
Supplier_87;Plant_4;Article_1168;546,6666667;656,2111782
Supplier_326;Plant_6;Article_1169;460,8;701,489011
Supplier_332;Plant_6;Article_1169;543,6;664,3617925
Supplier_351;Plant_7;Article_1170;240;240
Supplier_276;Plant_18;Article_1171;48;48
Supplier_351;Plant_8;Article_1172;39,1875;60,82148176
Supplier_87;Plant_4;Article_1174;267,8571429;339,9351429
Supplier_321;Plant_4;Article_1175;1,733333333;2,437064884
Supplier_326;Plant_6;Article_1176;16;22,92820323
Supplier_332;Plant_6;Article_1176;15,52941176;22,58382215
Supplier_351;Plant_7;Article_1178;300;300
Supplier_351;Plant_8;Article_1179;7;11,47213595
Supplier_151;Plant_4;Article_118;177,1428571;211,2080822
Supplier_321;Plant_4;Article_1180;220;220
Supplier_87;Plant_4;Article_1182;529,2857143;642,4859162
Supplier_326;Plant_6;Article_1183;39;45
Supplier_332;Plant_6;Article_1183;38,66666667;49,98037517
Supplier_351;Plant_7;Article_1184;260;260
Supplier_351;Plant_8;Article_1185;25,52631579;45,30949726
Supplier_321;Plant_4;Article_1186;42,53333333;55,29973268
Supplier_326;Plant_6;Article_1187;84;104,7846097
Supplier_332;Plant_6;Article_1187;74;97,00894967
Supplier_87;Plant_4;Article_1188;63,33333333;77,47546896
Supplier_351;Plant_7;Article_1190;260;260
Supplier_351;Plant_7;Article_1191;240;240
Supplier_351;Plant_8;Article_1192;5,714285714;7,604108079
Supplier_326;Plant_6;Article_1193;30;45,49193338
Supplier_332;Plant_6;Article_1193;28,66666667;41,77257014
Supplier_214;Plant_4;Article_1194;159;193,9666508
Supplier_351;Plant_7;Article_1199;320;320
Supplier_326;Plant_6;Article_1200;315;376,4817046
Supplier_332;Plant_6;Article_1200;360;422,3538291
Supplier_214;Plant_4;Article_1201;27,96428571;35,44998637
Supplier_351;Plant_7;Article_1204;280;280
Supplier_210;Plant_21;Article_1205;137,1428571;182,4985939
Supplier_351;Plant_8;Article_1206;6,666666667;10,74914957
Supplier_326;Plant_6;Article_1207;12;12
Supplier_332;Plant_6;Article_1207;15,33333333;20,86399652
Supplier_214;Plant_4;Article_1208;231;274,5277689
Supplier_351;Plant_7;Article_121;630;630
Supplier_351;Plant_7;Article_1210;200;200
Supplier_333;Plant_22;Article_1211;542,7692308;759,4696337
Supplier_351;Plant_8;Article_1213;6,363636364;8,699133196
Supplier_214;Plant_4;Article_1215;8,545454545;10,05301127
Supplier_351;Plant_8;Article_1217;34,09090909;57,63004478
Supplier_326;Plant_6;Article_1218;243;277,4673759
Supplier_332;Plant_6;Article_1218;278;325,5122275
Supplier_210;Plant_21;Article_1219;140;140
Supplier_351;Plant_7;Article_1220;220;220
Supplier_333;Plant_22;Article_1221;570,4615385;780,0526128
Supplier_214;Plant_4;Article_1223;84;84
Supplier_351;Plant_8;Article_1224;35,08333333;58,30345914
Supplier_326;Plant_6;Article_1225;28;34,92820323
Supplier_332;Plant_6;Article_1225;22,66666667;30,78346117
Supplier_342;Plant_18;Article_1226;261,6666667;356,0141588
Supplier_210;Plant_21;Article_1227;123,4285714;155,7130215
Supplier_351;Plant_7;Article_1228;240;240
Supplier_214;Plant_4;Article_1230;11;17,58876048
Supplier_326;Plant_6;Article_1232;6;6
Supplier_332;Plant_6;Article_1232;7,285714286;9,840606167
Supplier_351;Plant_7;Article_1233;200;200
Supplier_342;Plant_18;Article_1234;45;58,66260102
Supplier_214;Plant_4;Article_1236;9;9
Supplier_210;Plant_21;Article_1238;163,3333333;220,488094
Supplier_351;Plant_7;Article_1239;200;200
Supplier_342;Plant_18;Article_1240;125,8333333;164,7218772
Supplier_87;Plant_4;Article_1241;75;101,5395521
Supplier_214;Plant_4;Article_1242;20,33333333;26,74246144
Supplier_321;Plant_4;Article_1243;12,6875;18,82719326
Supplier_351;Plant_7;Article_1244;280;280
Supplier_87;Plant_4;Article_1245;1;1
Supplier_342;Plant_18;Article_1246;165,2173913;207,522513
Supplier_351;Plant_8;Article_1247;17,5;29,40238071
Supplier_326;Plant_6;Article_1248;84;104,7846097
Supplier_332;Plant_6;Article_1248;74;97,00894967
Supplier_321;Plant_4;Article_1249;7,066666667;9,956715274
Supplier_351;Plant_7;Article_1250;280;280
Supplier_342;Plant_18;Article_1251;765;985,4540769
Supplier_351;Plant_8;Article_1252;137,1052632;209,2031093
Supplier_326;Plant_6;Article_1253;39;45
Supplier_332;Plant_6;Article_1253;40;50,88982256
Supplier_87;Plant_4;Article_1254;59,84615385;60,40085404
Supplier_321;Plant_4;Article_1255;7,4;10,90238014
Supplier_351;Plant_7;Article_1256;260;260
Supplier_326;Plant_6;Article_1257;12;12
Supplier_332;Plant_6;Article_1257;9,857142857;14,90852717
Supplier_351;Plant_8;Article_1258;144,1666667;225,15777
Supplier_321;Plant_4;Article_1259;16,58823529;19,23537582
Supplier_151;Plant_4;Article_126;110,7692308;151,2788055
Supplier_342;Plant_18;Article_1261;3840;4804,365076
Supplier_87;Plant_4;Article_1262;574,2857143;717,9785083
Supplier_351;Plant_7;Article_1263;80;80
Supplier_351;Plant_8;Article_1265;141,9444444;222,7153421
Supplier_321;Plant_4;Article_1266;154,9411765;215,6746831
Supplier_351;Plant_8;Article_1267;19,09090909;32,47339425
Supplier_326;Plant_6;Article_1268;495;513
Supplier_332;Plant_6;Article_1268;502;582,4721362
Supplier_351;Plant_7;Article_1269;300;300
Supplier_87;Plant_4;Article_1270;10;10
Supplier_321;Plant_4;Article_1271;19,06666667;25,03643176
Supplier_351;Plant_8;Article_1272;17,27272727;29,79543392
Supplier_351;Plant_7;Article_1274;240;240
Supplier_321;Plant_4;Article_1275;6,666666667;10,19147055
Supplier_326;Plant_6;Article_1277;108;108
Supplier_332;Plant_6;Article_1277;94;119,1208842
Supplier_351;Plant_8;Article_1278;5;5
Supplier_351;Plant_7;Article_1279;260;260
Supplier_351;Plant_7;Article_128;600;600
Supplier_321;Plant_4;Article_1280;43;51,81665091
Supplier_326;Plant_6;Article_1282;43,2;61,39890107
Supplier_332;Plant_6;Article_1282;46,73684211;63,17812519
Supplier_351;Plant_8;Article_1283;5;5
Supplier_351;Plant_7;Article_1284;280;280
Supplier_351;Plant_7;Article_1285;300;300
Supplier_87;Plant_4;Article_1286;4776,428571;5874,71078
Supplier_321;Plant_4;Article_1289;5,846153846;9,258048575
Supplier_210;Plant_21;Article_1291;266,6666667;503,309858
Supplier_351;Plant_7;Article_1292;260;260
Supplier_210;Plant_21;Article_1293;266,6666667;503,309858
Supplier_87;Plant_4;Article_1294;60;60
Supplier_326;Plant_6;Article_1295;9;13,24264069
Supplier_332;Plant_6;Article_1295;7,2;9,684236014
Supplier_321;Plant_4;Article_1296;8,6;12,46436713
Supplier_351;Plant_7;Article_1298;200;200
Supplier_326;Plant_6;Article_1299;64;88,97999199
Supplier_332;Plant_6;Article_1299;126,3157895;161,2714004
Supplier_321;Plant_4;Article_13;34,76470588;45,39796392
Supplier_321;Plant_4;Article_1301;8,142857143;11,49081043
Supplier_87;Plant_4;Article_1302;11,66666667;15,74914957
Supplier_351;Plant_7;Article_1303;260;260
Supplier_326;Plant_6;Article_1304;306;374,9347518
Supplier_332;Plant_6;Article_1304;485,0526316;609,3951128
Supplier_321;Plant_4;Article_1305;1,733333333;2,437064884
Supplier_326;Plant_6;Article_1307;108;144
Supplier_332;Plant_6;Article_1307;170;204,4980818
Supplier_351;Plant_7;Article_1308;280;280
Supplier_210;Plant_21;Article_1309;210;210
Supplier_321;Plant_4;Article_1311;162;211,7845358
Supplier_87;Plant_4;Article_1312;104,4444444;140,1066776
Supplier_326;Plant_6;Article_1313;39;57
Supplier_332;Plant_6;Article_1313;52,66666667;72,03310216
Supplier_351;Plant_7;Article_1314;180;180
Supplier_210;Plant_21;Article_1315;210;210
Supplier_87;Plant_4;Article_1316;62,60869565;75,1195605
Supplier_321;Plant_4;Article_1317;19,53846154;25,0854635
Supplier_326;Plant_6;Article_1318;16;22,92820323
Supplier_332;Plant_6;Article_1318;15,52941176;22,58382215
Supplier_351;Plant_8;Article_1319;15,90909091;23,91477071
Supplier_219;Plant_21;Article_132;128,5714286;202,8740471
Supplier_87;Plant_4;Article_1320;106,6666667;145,0974236
Supplier_351;Plant_7;Article_1322;80;80
Supplier_210;Plant_21;Article_1323;210;210
Supplier_321;Plant_4;Article_1324;5,916666667;9,005012306
Supplier_326;Plant_6;Article_1325;558;604,4758002
Supplier_332;Plant_6;Article_1325;540;664,15949
Supplier_351;Plant_8;Article_1326;132,3684211;204,0809727
Supplier_351;Plant_7;Article_1327;260;260
Supplier_210;Plant_21;Article_1328;210;210
Supplier_87;Plant_4;Article_1331;60;60
Supplier_321;Plant_4;Article_1332;42,05882353;53,32531471
Supplier_351;Plant_7;Article_1333;500;500
Supplier_156;Plant_19;Article_1334;28,57142857;39,26187825
Supplier_151;Plant_4;Article_1337;200;256,5685425
Supplier_325;Plant_4;Article_1339;845,7142857;1098,786833
Supplier_62;Plant_8;Article_134;122;122
Supplier_351;Plant_7;Article_1340;700;700
Supplier_156;Plant_19;Article_1341;20;20
Supplier_280;Plant_4;Article_1343;2076,923077;2637,142814
Supplier_151;Plant_4;Article_1344;80;80
Supplier_151;Plant_15;Article_1345;1020;1020
Supplier_351;Plant_7;Article_1347;1160;1160
Supplier_108;Plant_6;Article_1349;941,25;1322,14497
Supplier_325;Plant_4;Article_1351;850,4761905;1085,485896
Supplier_351;Plant_7;Article_1353;700;700
Supplier_156;Plant_19;Article_1354;135;164,7609524
Supplier_351;Plant_8;Article_1359;276,3888889;490,2044055
Supplier_156;Plant_19;Article_1360;110;133,9045722
Supplier_351;Plant_7;Article_1364;1160;1160
Supplier_156;Plant_19;Article_1365;100;132,071349
Supplier_151;Plant_4;Article_1367;224;224
Supplier_351;Plant_7;Article_1368;500;500
Supplier_156;Plant_19;Article_1369;102,5;131,6547595
Supplier_219;Plant_21;Article_137;75;116,057451
Supplier_151;Plant_4;Article_1372;1472;1781,729933
Supplier_156;Plant_19;Article_1377;97,5;128,5529502
Supplier_280;Plant_4;Article_1378;1911,538462;2334,222195
Supplier_151;Plant_4;Article_1381;182,8571429;220,3617213
Supplier_156;Plant_19;Article_1382;102,5;135,3416112
Supplier_280;Plant_4;Article_1385;1911,538462;2322,466118
Supplier_280;Plant_4;Article_139;581,5384615;668,3528524
Supplier_321;Plant_4;Article_1390;50,875;68,57198656
Supplier_156;Plant_19;Article_1391;30;40,95445115
Supplier_321;Plant_4;Article_1399;8,5625;11,70296175
Supplier_156;Plant_19;Article_1400;27,5;37,85098339
Supplier_264;Plant_15;Article_1402;1120;1233,137085
Supplier_156;Plant_19;Article_1403;435;544,9350458
Supplier_151;Plant_4;Article_1406;80;80
Supplier_280;Plant_4;Article_1407;2423,076923;3125,818806
Supplier_232;Plant_19;Article_1408;60;60
Supplier_62;Plant_8;Article_141;274,5;478,1236023
Supplier_280;Plant_4;Article_1411;2346,153846;2907,744992
Supplier_280;Plant_4;Article_1413;518,5185185;721,4528335
Supplier_156;Plant_19;Article_1414;137,5;172,037764
Supplier_151;Plant_4;Article_1416;108,5714286;148,3510412
Supplier_264;Plant_15;Article_1418;120;176,5685425
Supplier_156;Plant_19;Article_1419;135;171,6450153
Supplier_151;Plant_4;Article_1421;80;80
Supplier_280;Plant_4;Article_1422;492,5925926;667,841703
Supplier_214;Plant_4;Article_1425;18,96428571;25,13159585
Supplier_232;Plant_19;Article_1426;108,5714286;138,8085864
Supplier_351;Plant_7;Article_1428;100;100
Supplier_214;Plant_4;Article_1431;9;9
Supplier_232;Plant_19;Article_1432;102,8571429;124,2380422
Supplier_351;Plant_7;Article_1434;110;110
Supplier_214;Plant_4;Article_1437;10,58823529;17,13669717
Supplier_232;Plant_19;Article_1438;60;60
Supplier_351;Plant_7;Article_1439;60;60
Supplier_280;Plant_4;Article_144;675;789,5512986
Supplier_326;Plant_6;Article_1442;12;12
Supplier_332;Plant_6;Article_1442;15,52941176;21,16543038
Supplier_214;Plant_4;Article_1443;84;84
Supplier_351;Plant_7;Article_1444;190;190
Supplier_351;Plant_7;Article_1446;180;180
Supplier_214;Plant_4;Article_1448;570;662,4626051
Supplier_232;Plant_19;Article_1449;156;201,033321
Supplier_351;Plant_7;Article_1451;200;200
Supplier_214;Plant_4;Article_1454;37,60714286;46,1113435
Supplier_232;Plant_19;Article_1455;144,8571429;174,3383718
Supplier_351;Plant_7;Article_1458;110;110
Supplier_214;Plant_4;Article_1462;39,21428571;51,0162226
Supplier_232;Plant_19;Article_1463;167,1428571;220,9679708
Supplier_351;Plant_7;Article_1467;130;130
Supplier_214;Plant_4;Article_1469;94,5;122,8778848
Supplier_232;Plant_19;Article_1470;156;205,3315315
Supplier_326;Plant_6;Article_1471;486;522
Supplier_332;Plant_6;Article_1471;502;584,3450416
Supplier_232;Plant_19;Article_1472;84;84
Supplier_351;Plant_7;Article_1473;200;200
Supplier_214;Plant_4;Article_1474;570;659,5916663
Supplier_351;Plant_8;Article_1475;590,3333333;933,6078313
Supplier_232;Plant_19;Article_1477;81,5;86,5
Supplier_351;Plant_7;Article_1478;220;220
Supplier_214;Plant_4;Article_1479;36,96428571;45,91055389
Supplier_180;Plant_4;Article_1481;4842,105263;6517,520896
Supplier_151;Plant_4;Article_1482;224;224
Supplier_326;Plant_6;Article_1483;12;12
Supplier_332;Plant_6;Article_1483;9,857142857;14,90852717
Supplier_232;Plant_19;Article_1484;320;420,770366
Supplier_351;Plant_7;Article_1485;200;200
Supplier_151;Plant_4;Article_1486;224;224
Supplier_351;Plant_8;Article_1487;35,29411765;60,32351213
Supplier_232;Plant_19;Article_1489;352;471,7330364
Supplier_351;Plant_7;Article_1490;180;180
Supplier_351;Plant_8;Article_1491;25;38,78404875
Supplier_214;Plant_4;Article_1492;35,03571429;45,2355042
Supplier_326;Plant_6;Article_1493;333;378,2990066
Supplier_332;Plant_6;Article_1493;365,6842105;423,5624857
Supplier_214;Plant_4;Article_1496;8,272727273;10,68481803
Supplier_232;Plant_19;Article_1497;141,2857143;189,5720625
Supplier_342;Plant_4;Article_15;213,6363636;260,3926165
Supplier_280;Plant_4;Article_150;530,7692308;686,9466447
Supplier_326;Plant_6;Article_1500;31,2;44,8821051
Supplier_332;Plant_6;Article_1500;30,66666667;43,8263198
Supplier_214;Plant_4;Article_1501;252;312,4869132
Supplier_232;Plant_19;Article_1502;165;201,7423461
Supplier_325;Plant_4;Article_1506;845,7142857;1079,735042
Supplier_326;Plant_6;Article_1508;108;108
Supplier_332;Plant_6;Article_1508;94;119,1208842
Supplier_214;Plant_4;Article_1509;25,39285714;33,89705779
Supplier_219;Plant_21;Article_151;92;179,7659224
Supplier_232;Plant_19;Article_1510;141,4285714;189,535595
Supplier_326;Plant_6;Article_1512;43,2;61,39890107
Supplier_332;Plant_6;Article_1512;46,73684211;63,65771057
Supplier_214;Plant_4;Article_1513;171;213,661458
Supplier_232;Plant_19;Article_1514;102,8571429;136,8739454
Supplier_351;Plant_8;Article_1515;592,6666667;935,7038714
Supplier_192;Plant_18;Article_1516;40;40
Supplier_280;Plant_4;Article_1522;2;2
Supplier_192;Plant_18;Article_1532;501,5384615;628,6765855
Supplier_192;Plant_18;Article_1536;180;253,1699812
Supplier_280;Plant_4;Article_1541;2;2
Supplier_300;Plant_4;Article_1542;30;30
Supplier_300;Plant_4;Article_1545;30;30
Supplier_214;Plant_15;Article_1549;1256,32;1576,757035
Supplier_244;Plant_4;Article_155;1890;2300,791918
Supplier_255;Plant_15;Article_1552;1071,428571;1230,779935
Supplier_300;Plant_4;Article_1553;22,5;33,91328865
Supplier_231;Plant_4;Article_1554;168;168
Supplier_300;Plant_4;Article_1556;30;30
Supplier_300;Plant_4;Article_1559;40;54,63850109
Supplier_151;Plant_4;Article_156;80;80
Supplier_14;Plant_5;Article_1560;11232,14286;13686,28577
Supplier_214;Plant_15;Article_1561;208;208
Supplier_234;Plant_21;Article_1564;96;182,5332306
Supplier_351;Plant_7;Article_1565;20;20
Supplier_214;Plant_15;Article_1568;208;208
Supplier_351;Plant_7;Article_1571;20;20
Supplier_214;Plant_15;Article_1573;208;208
Supplier_214;Plant_15;Article_1578;1239,68;1548,660949
Supplier_10;Plant_2;Article_1580;23148,14815;31251,82112
Supplier_280;Plant_4;Article_1583;1232,307692;1459,434224
Supplier_351;Plant_7;Article_1590;40;40
Supplier_214;Plant_15;Article_1593;208;208
Supplier_351;Plant_7;Article_1595;40;40
Supplier_321;Plant_4;Article_1601;1;1
Supplier_280;Plant_4;Article_1605;1236,923077;1453,344319
Supplier_2;Plant_2;Article_1608;3821,538462;3974,635716
Supplier_300;Plant_4;Article_1609;14,18181818;21,41809045
Supplier_210;Plant_11;Article_1610;321,0526316;424,2188802
